,name,callsign,frequency,boundary,upper_fl,lower_fl
10,BERRY HEAD CTA 1,BELFAST APP,130.850,N51.11.15.00 W003.29.29.00/N51.10.10.00 W003.13.41.00/N50.43.36.00 W003.18.22.00/N50.44.41.00 W003.34.01.00/N51.11.15.00 W003.29.29.00,000,000
11,BERRY HEAD CTA 2,LONDON ACC,134.755,N51.15.05.00 W002.53.35.00/N50.42.16.00 W002.59.36.00/N50.43.36.00 W003.18.22.00/N51.10.10.00 W003.13.41.00/N51.15.05.00 W002.53.35.00,000,000
12,BERRY HEAD CTA 3,LONDON ACC,126.080,N50.44.41.00 W003.34.01.00/N50.43.36.00 W003.18.22.00/N50.24.52.00 W003.21.36.00/N50.22.57.00 W003.37.39.00/N50.44.41.00 W003.34.01.00,000,000
13,BERRY HEAD CTA 4,LONDON ACC,126.080,N50.43.36.00 W003.18.22.00/N50.42.16.00 W002.59.36.00/N50.27.08.00 W003.02.19.00/N50.00.00.00 W002.40.49.00/N50.00.00.00 W003.00.48.00/N50.25.46.00 W003.21.27.00/N50.43.36.00 W003.18.22.00,000,000
14,BERRY HEAD CTA 5,LONDON ACC,126.080,N50.25.46.00 W003.21.27.00/N50.00.00.00 W003.00.48.00/N50.00.00.00 W003.19.58.00/N50.22.51.00 W003.38.27.00/N50.24.52.00 W003.21.36.00/N50.25.46.00 W003.21.27.00,000,000
15,BERRY HEAD CTA 6,LONDON ACC,132.950,N51.17.41.00 W007.28.05.00/N51.03.19.00 W007.06.32.00/N50.56.26.00 W007.18.01.00/N51.11.06.00 W007.40.03.00/N51.17.41.00 W007.28.05.00,000,000
16,BERRY HEAD CTA 7,LONDON ACC,132.950,N51.17.41.00 W007.28.05.00/N51.03.19.00 W007.06.32.00/N50.56.26.00 W007.18.01.00/N51.11.06.00 W007.40.03.00/N51.17.41.00 W007.28.05.00,000,000
17,BERRY HEAD CTA 8,LONDON ACC,134.755,N51.04.40.00 W003.30.37.00/N50.44.41.00 W003.34.01.00/N50.45.06.00 W003.40.02.00/N50.56.55.00 W003.37.46.00/N51.04.40.00 W003.30.37.00,000,000
18,BERRY HEAD CTA 9,LONDON ACC,126.080,N50.45.06.00 W003.40.02.00/N50.44.41.00 W003.34.01.00/N50.22.57.00 W003.37.39.00/N50.22.51.00 W003.38.27.00/N50.28.37.00 W003.43.10.00/N50.45.06.00 W003.40.02.00,000,000
19,BIRMINGHAM CTA 1,BIRMINGHAM APP,123.980,N52.40.15.00 W001.47.44.00/N52.35.07.00 W001.41.54.00/N52.28.35.00 W001.57.58.00/N52.33.35.00 W002.03.42.00/N52.40.15.00 W001.47.44.00,000,000
20,BIRMINGHAM CTA 2,BIRMINGHAM APP,123.980,N52.26.26.00 W001.32.03.00/N52.21.18.00 W001.26.16.00/N052.21.18.0 W001.26.16.0/N052.21.6.05 W001.26.26.59/N052.20.54.22 W001.26.37.51/N052.20.42.5 W001.26.48.77/N052.20.30.9 W001.27.0.36/N052.20.19.43 W001.27.12.28/N052.20.8.09 W001.27.24.52/N052.19.56.89 W001.27.37.08/N052.19.45.81 W001.27.49.95/N052.19.34.88 W001.28.3.14/N052.19.24.09 W001.28.16.63/N052.19.13.44 W001.28.30.43/N052.19.2.94 W001.28.44.53/N052.18.52.6 W001.28.58.92/N052.18.42.41 W001.29.13.6/N052.18.32.37 W001.29.28.57/N052.18.22.5 W001.29.43.82/N052.18.12.8 W001.29.59.35/N052.18.3.25 W001.30.15.15/N052.17.53.88 W001.30.31.21/N052.17.44.69 W001.30.47.54/N052.17.35.66 W001.31.4.13/N052.17.26.82 W001.31.20.97/N052.17.18.16 W001.31.38.05/N052.17.9.68 W001.31.55.38/N052.17.1.38 W001.32.12.95/N052.16.53.28 W001.32.30.74/N052.16.45.36 W001.32.48.77/N052.16.37.64 W001.33.7.01/N052.16.30.12 W001.33.25.47/N052.16.22.79 W001.33.44.14/N052.16.15.66 W001.34.3.01/N052.16.8.74 W001.34.22.08/N052.16.2.02 W001.34.41.34/N052.15.55.5 W001.35.0.79/N052.15.49.2 W001.35.20.42/N052.15.43.1 W001.35.40.22/N052.15.37.22 W001.36.0.2/N052.15.31.55 W001.36.20.34/N052.15.26.09 W001.36.40.63/N052.15.20.86 W001.37.1.07/N052.15.15.84 W001.37.21.66/N052.15.11.04 W001.37.42.39/N052.15.6.46 W001.38.3.25/N052.15.2.11 W001.38.24.23/N052.14.57.98 W001.38.45.34/N052.14.54.08 W001.39.6.55/N052.14.50.4 W001.39.27.88/N052.14.46.95 W001.39.49.3/N052.14.43.74 W001.40.10.82/N052.14.40.75 W001.40.32.43/N052.14.37.99 W001.40.54.12/N052.14.35.46 W001.41.15.88/N052.14.33.16 W001.41.37.71/N52.14.31.00 W001.41.59.00/N52.19.33.00 W001.47.40.00/N052.19.33.0 W001.47.40.0/N052.19.34.76 W001.47.53.34/N052.19.36.65 W001.48.6.62/N052.19.38.69 W001.48.19.85/N052.19.40.87 W001.48.33.02/N052.19.43.19 W001.48.46.12/N052.19.45.65 W001.48.59.16/N052.19.48.25 W001.49.12.13/N052.19.50.99 W001.49.25.02/N052.19.53.86 W001.49.37.83/N052.19.56.87 W001.49.50.56/N052.20.0.01 W001.50.3.2/N052.20.3.29 W001.50.15.75/N052.20.6.7 W001.50.28.2/N052.20.10.25 W001.50.40.56/N052.20.13.92 W001.50.52.81/N052.20.17.73 W001.51.4.96/N052.20.21.66 W001.51.17.0/N052.20.25.72 W001.51.28.92/N052.20.29.91 W001.51.40.73/N052.20.34.22 W001.51.52.42/N052.20.38.66 W001.52.3.98/N052.20.43.22 W001.52.15.41/N052.20.47.9 W001.52.26.72/N052.20.52.71 W001.52.37.89/N052.20.57.62 W001.52.48.92/N052.21.2.66 W001.52.59.81/N052.21.7.81 W001.53.10.56/N052.21.13.08 W001.53.21.16/N052.21.18.46 W001.53.31.61/N052.21.23.95 W001.53.41.9/N052.21.29.54 W001.53.52.04/N052.21.35.25 W001.54.2.01/N052.21.41.06 W001.54.11.83/N052.21.46.97 W001.54.21.47/N052.21.52.99 W001.54.30.95/N052.21.59.1 W001.54.40.25/N052.22.5.32 W001.54.49.38/N052.22.11.63 W001.54.58.33/N052.22.18.03 W001.55.7.11/N052.22.24.53 W001.55.15.69/N052.22.31.12 W001.55.24.1/N052.22.37.8 W001.55.32.31/N052.22.44.56 W001.55.40.33/N052.22.51.41 W001.55.48.16/N052.22.58.34 W001.55.55.79/N052.23.5.35 W001.56.3.23/N052.23.12.44 W001.56.10.46/N052.23.19.6 W001.56.17.5/N052.23.26.84 W001.56.24.32/N052.23.34.15 W001.56.30.94/N052.23.41.53 W001.56.37.35/N052.23.48.98 W001.56.43.55/N052.23.56.49 W001.56.49.54/N052.24.4.07 W001.56.55.32/N052.24.11.7 W001.57.0.87/N052.24.19.4 W001.57.6.21/N052.24.27.15 W001.57.11.33/N052.24.34.95 W001.57.16.23/N052.24.42.8 W001.57.20.9/N052.24.50.7 W001.57.25.35/N052.24.58.65 W001.57.29.57/N052.25.6.64 W001.57.33.57/N052.25.14.68 W001.57.37.34/N052.25.22.75 W001.57.40.88/N052.25.30.86 W001.57.44.18/N052.25.39.0 W001.57.47.26/N052.25.47.18 W001.57.50.11/N052.25.55.38 W001.57.52.72/N052.26.3.61 W001.57.55.09/N052.26.11.87 W001.57.57.23/N052.26.20.14 W001.57.59.14/N052.26.28.44 W001.58.0.81/N052.26.36.75 W001.58.2.24/N052.26.45.07 W001.58.3.43/N052.26.53.41 W001.58.4.39/N052.27.1.76 W001.58.5.11/N052.27.10.11 W001.58.5.59/N052.27.18.47 W001.58.5.83/N052.27.26.82 W001.58.5.83/N052.27.35.18 W001.58.5.59/N052.27.43.53 W001.58.5.12/N052.27.51.88 W001.58.4.4/N052.28.0.21 W001.58.3.45/N052.28.8.54 W001.58.2.26/N052.28.16.85 W001.58.0.83/N052.28.25.15 W001.57.59.16/N052.28.33.42 W001.57.57.26/N052.28.41.68 W001.57.55.12/N052.28.49.91 W001.57.52.75/N052.28.58.11 W001.57.50.14/N052.29.6.29 W001.57.47.29/N052.29.14.43 W001.57.44.21/N052.29.22.54 W001.57.40.9/N052.29.30.61 W001.57.37.36/N052.29.38.65 W001.57.33.59/N052.29.46.64 W001.57.29.58/N052.29.54.59 W001.57.25.35/N052.30.2.49 W001.57.20.89/N052.30.10.34 W001.57.16.21/N052.30.18.15 W001.57.11.3/N052.30.25.89 W001.57.6.17/N052.30.33.59 W001.57.0.82/N052.30.41.22 W001.56.55.24/N052.30.48.8 W001.56.49.45/N052.30.56.31 W001.56.43.45/N052.31.3.75 W001.56.37.22/N052.31.11.13 W001.56.30.79/N052.31.18.44 W001.56.24.15/N052.31.25.68 W001.56.17.29/N052.31.32.84 W001.56.10.23/N052.31.39.92 W001.56.2.97/N052.31.46.93 W001.55.55.5/N052.31.53.86 W001.55.47.83/N052.32.0.7 W001.55.39.97/N052.32.7.46 W001.55.31.91/N052.32.14.13 W001.55.23.65/N052.32.20.72 W001.55.15.21/N052.32.27.21 W001.55.6.58/N052.32.33.61 W001.54.57.76/N052.32.39.91 W001.54.48.76/N052.32.46.12 W001.54.39.59/N052.32.52.23 W001.54.30.23/N052.32.58.24 W001.54.20.7/N052.33.4.14 W001.54.11.0/N052.33.9.94 W001.54.1.13/N052.33.15.64 W001.53.51.09/N052.33.21.22 W001.53.40.9/N052.33.26.7 W001.53.30.54/N052.33.32.07 W001.53.20.03/N052.33.37.32 W001.53.9.36/N052.33.42.46 W001.52.58.55/N052.33.47.48 W001.52.47.59/N052.33.52.39 W001.52.36.48/N052.33.57.17 W001.52.25.24/N052.34.1.84 W001.52.13.86/N052.34.6.38 W001.52.2.35/N052.34.10.8 W001.51.50.71/N052.34.15.1 W001.51.38.94/N052.34.19.27 W001.51.27.05/N052.34.23.31 W001.51.15.05/N052.34.27.22 W001.51.2.93/N052.34.31.0 W001.50.50.69/N052.34.34.65 W001.50.38.36/N052.34.38.17 W001.50.25.91/N052.34.41.56 W001.50.13.37/N052.34.44.81 W001.50.0.73/N052.34.47.93 W001.49.48.01/N052.34.50.91 W001.49.35.19/N052.34.53.76 W001.49.22.29/N052.34.56.46 W001.49.9.31/N052.34.59.03 W001.48.56.25/N052.35.1.46 W001.48.43.12/N052.35.3.74 W001.48.29.93/N052.35.5.89 W001.48.16.66/N052.35.7.9 W001.48.3.34/N052.35.9.76 W001.47.49.97/N052.35.11.48 W001.47.36.54/N052.35.13.05 W001.47.23.07/N052.35.14.48 W001.47.9.55/N052.35.15.77 W001.46.55.99/N052.35.16.92 W001.46.42.4/N052.35.17.91 W001.46.28.77/N052.35.18.77 W001.46.15.12/N052.35.19.47 W001.46.1.45/N052.35.20.03 W001.45.47.76/N052.35.20.45 W001.45.34.05/N052.35.20.72 W001.45.20.34/N052.35.20.84 W001.45.6.62/N052.35.20.82 W001.44.52.9/N052.35.20.64 W001.44.39.18/N052.35.20.33 W001.44.25.47/N052.35.19.87 W001.44.11.76/N052.35.19.26 W001.43.58.08/N052.35.18.5 W001.43.44.41/N052.35.17.6 W001.43.30.77/N052.35.16.56 W001.43.17.16/N052.35.15.37 W001.43.3.57/N052.35.14.03 W001.42.50.03/N052.35.12.55 W001.42.36.52/N052.35.10.93 W001.42.23.06/N052.35.9.16 W001.42.9.65/N052.35.7.26 W001.41.56.3/N052.35.5.2 W001.41.42.99/N052.35.3.01 W001.41.29.75/N052.35.0.68 W001.41.16.58/N052.34.58.21 W001.41.3.47/N052.34.55.59 W001.40.50.44/N052.34.52.84 W001.40.37.49/N052.34.49.95 W001.40.24.61/N052.34.46.93 W001.40.11.82/N052.34.43.77 W001.39.59.12/N052.34.40.47 W001.39.46.52/N052.34.37.04 W001.39.34.01/N052.34.33.48 W001.39.21.6/N052.34.29.78 W001.39.9.3/N052.34.25.95 W001.38.57.1/N052.34.22.0 W001.38.45.02/N052.34.17.92 W001.38.33.05/N052.34.13.71 W001.38.21.2/N052.34.9.37 W001.38.9.47/N052.34.4.91 W001.37.57.87/N052.34.0.33 W001.37.46.41/N052.33.55.62 W001.37.35.07/N052.33.50.8 W001.37.23.87/N052.33.45.85 W001.37.12.82/N052.33.40.79 W001.37.1.9/N052.33.35.62 W001.36.51.14/N052.33.30.33 W001.36.40.52/N052.33.24.92 W001.36.30.06/N052.33.19.41 W001.36.19.75/N052.33.13.79 W001.36.9.61/N052.33.8.06 W001.35.59.63/N052.33.2.22 W001.35.49.81/N052.32.56.28 W001.35.40.17/N052.32.50.24 W001.35.30.69/N052.32.44.1 W001.35.21.4/N052.32.37.86 W001.35.12.27/N052.32.31.53 W001.35.3.33/N052.32.25.1 W001.34.54.58/N052.32.18.58 W001.34.46.01/N052.32.11.96 W001.34.37.63/N052.32.5.26 W001.34.29.44/N052.31.58.48 W001.34.21.44/N052.31.51.6 W001.34.13.64/N052.31.44.65 W001.34.6.04/N052.31.37.62 W001.33.58.64/N052.31.30.51 W001.33.51.44/N052.31.23.32 W001.33.44.45/N052.31.16.06 W001.33.37.66/N052.31.8.73 W001.33.31.08/N052.31.1.33 W001.33.24.72/N052.30.53.86 W001.33.18.57/N052.30.46.33 W001.33.12.63/N052.30.38.73 W001.33.6.91/N052.30.31.08 W001.33.1.41/N052.30.23.37 W001.32.56.13/N052.30.15.6 W001.32.51.07/N052.30.7.78 W001.32.46.24/N052.29.59.91 W001.32.41.62/N052.29.52.0 W001.32.37.24/N052.29.44.03 W001.32.33.08/N052.29.36.03 W001.32.29.16/N052.29.27.98 W001.32.25.46/N052.29.19.89 W001.32.21.99/N052.29.11.77 W001.32.18.76/N052.29.3.62 W001.32.15.75/N052.28.55.43 W001.32.12.98/N052.28.47.22 W001.32.10.45/N052.28.38.98 W001.32.8.15/N052.28.30.72 W001.32.6.09/N052.28.22.44 W001.32.4.26/N052.28.14.14 W001.32.2.68/N052.28.5.82 W001.32.1.33/N052.27.57.49 W001.32.0.21/N052.27.49.15 W001.31.59.34/N052.27.40.8 W001.31.58.7/N052.27.32.45 W001.31.58.3/N052.27.24.09 W001.31.58.15/N052.27.15.73 W001.31.58.23/N052.27.7.38 W001.31.58.55/N052.26.59.03 W001.31.59.1/N052.26.50.69 W001.31.59.9/N052.26.42.35 W001.32.0.93/N052.26.34.03 W001.32.2.2/N52.26.26.00 W001.32.03.00,000,000
