,name,callsign,frequency,boundary,upper_fl,lower_fl
127,FARNBOROUGH CTA 4,FARNBOROUGH APP,133.440,N51.15.20.00 W000.36.39.00/N51.10.14.00 W000.33.25.00/N51.08.32.00 W000.40.55.00/N51.06.32.00 W000.39.37.00/N51.04.49.00 W000.47.09.00/N51.06.52.00 W000.48.29.00/N51.10.35.00 W000.50.54.00/N51.15.20.00 W000.36.39.00,000,000
128,FARNBOROUGH CTA 5,FARNBOROUGH APP,133.440,N51.06.52.00 W000.48.29.00/N51.04.49.00 W000.47.09.00/N51.06.02.00 W000.54.39.00/N51.06.52.00 W000.48.29.00,000,000
129,FARNBOROUGH CTA 6,FARNBOROUGH APP,133.440,N51.11.43.00 W000.58.51.00/N51.10.35.00 W000.50.54.00/N51.06.52.00 W000.48.29.00/N51.06.02.00 W000.54.39.00/N51.11.43.00 W000.58.51.00,000,000
130,FARNBOROUGH CTA 7,FARNBOROUGH APP,133.440,N51.05.33.00 W000.51.40.00/N51.04.49.00 W000.47.09.00/N51.00.47.00 W000.44.33.00/N51.00.47.00 W000.52.51.00/N51.05.33.00 W000.51.40.00,000,000
131,FARNBOROUGH CTA 8,FARNBOROUGH APP,125.250,N51.09.57.00 W000.57.32.00/N51.06.02.00 W000.54.39.00/N51.00.47.00 W000.52.51.00/N50.54.35.00 W001.03.35.00/N51.04.20.00 W001.06.57.00/N51.06.36.00 W001.08.17.00/N51.09.57.00 W000.57.32.00,000,000
132,FARNBOROUGH CTA 9,FARNBOROUGH APP,125.250,N50.57.39.00 W000.41.04.00/N50.51.19.00 W000.34.19.00/N50.51.19.00 W000.54.57.00/N50.55.12.00 W000.59.08.00/N50.57.39.00 W000.41.04.00,000,000
133,FORTH CTA 1,SCOTTISH ACC,124.500,N57.21.30.00 W002.23.34.00/N57.18.38.00 W002.16.02.00/N57.19.40.00 W002.07.01.00/N57.15.42.00 W002.05.28.00/N57.14.37.00 W002.09.59.00/N56.42.57.00 W002.50.41.00/N56.23.41.00 W003.14.45.00/N56.22.19.00 W003.17.21.00/N56.14.00.00 W003.32.59.00/N56.14.00.00 W004.09.26.00/N56.20.00.00 W003.47.46.00/N56.29.48.00 W003.29.00.00/N56.48.38.00 W003.05.36.00/N57.21.30.00 W002.23.34.00,000,000
134,FORTH CTA 2,SCOTTISH ACC,124.500,N56.39.47.00 W002.54.40.00/N56.07.00.00 W003.03.04.00/N56.07.00.00 W003.21.07.00/N56.22.19.00 W003.17.21.00/N56.23.41.00 W003.14.45.00/N56.39.47.00 W002.54.40.00,000,000
135,FORTH CTA 3,SCOTTISH ACC,124.500,N57.15.42.00 W002.05.28.00/N55.26.53.00 W001.24.57.00/N55.01.23.00 W001.33.22.00/N55.02.18.00 W001.41.54.00/N55.06.37.00 W001.37.31.00/N55.10.11.00 W001.48.13.00/N55.26.47.00 W001.42.50.00/N57.06.27.00 W002.20.37.00/N57.14.37.00 W002.09.59.00/N57.15.42.00 W002.05.28.00,000,000
136,HOLYHEAD CTA 1,GLASGOW APP,119.100,N53.19.57.00 W003.39.54.00/N53.18.55.00 W003.16.47.00/N53.08.13.00 W003.17.36.00/N53.19.57.00 W003.39.54.00,000,000
137,HOLYHEAD CTA 2,SCOTTISH ACC,133.050,N53.39.44.00 W003.31.53.00/N53.32.13.00 W003.14.06.00/N53.26.21.00 W003.21.07.00/N53.19.09.00 W003.22.01.00/N53.20.06.00 W003.43.39.00/N53.30.54.00 W003.42.22.00/N53.39.44.00 W003.31.53.00,000,000
138,HOLYHEAD CTA 3,SCOTTISH ACC,133.050,N53.51.06.00 W003.59.09.00/N53.39.44.00 W003.31.53.00/N53.30.54.00 W003.42.22.00/N53.20.06.00 W003.43.39.00/N53.20.43.00 W003.58.38.00/N53.37.54.00 W003.56.41.00/N53.42.54.00 W004.08.47.00/N53.51.06.00 W003.59.09.00,000,000
139,HOLYHEAD CTA 4,SCOTTISH ACC,133.050,N53.43.29.00 W004.18.07.00/N53.43.09.00 W004.09.24.00/N53.37.54.00 W003.56.41.00/N53.20.43.00 W003.58.38.00/N53.21.34.00 W004.20.31.00/N53.43.29.00 W004.18.07.00,000,000
140,HOLYHEAD CTA 5,SCOTTISH ACC,133.050,N54.04.05.00 W005.00.40.00/N53.43.09.00 W004.09.24.00/N53.43.29.00 W004.18.07.00/N53.21.34.00 W004.20.31.00/N53.22.40.00 W004.51.56.00/N53.47.35.00 W004.49.37.00/N53.47.18.00 W004.40.57.00/N54.03.56.00 W005.19.33.00/N54.02.02.00 W005.05.43.00/N54.04.05.00 W005.00.40.00,000,000
141,HOLYHEAD CTA 6,SCOTTISH ACC,133.050,N53.53.58.00 W004.06.08.00/N53.51.06.00 W003.59.09.00/N53.42.54.00 W004.08.47.00/N53.45.46.00 W004.15.45.00/N53.53.58.00 W004.06.08.00,000,000
142,HOLYHEAD CTA 7,SCOTTISH ACC,133.050,N54.08.05.00 W004.40.53.00/N53.53.58.00 W004.06.08.00/N53.45.46.00 W004.15.45.00/N53.59.56.00 W004.50.43.00/N54.08.05.00 W004.40.53.00,000,000
143,HOLYHEAD CTA 8,SCOTTISH ACC,133.050,N54.16.27.00 W004.31.00.00/N54.11.25.00 W004.18.45.00/N54.03.07.00 W004.28.34.00/N54.08.05.00 W004.40.53.00/N54.16.27.00 W004.31.00.00,000,000
144,HOLYHEAD CTA 9,SCOTTISH ACC,133.050,N53.22.40.00 W004.51.56.00/N53.22.21.00 W004.43.36.00/N53.10.23.00 W004.44.44.00/N53.10.40.00 W004.53.01.00/N53.22.40.00 W004.51.56.00,000,000
145,HOLYHEAD CTA 10,DUBLIN ACC,129.180,N53.23.15.00 W005.10.17.00/N53.22.40.00 W004.51.56.00/N53.10.40.00 W004.53.01.00/N53.11.17.00 W005.11.12.00/N53.23.15.00 W005.10.17.00,000,000
146,HOLYHEAD CTA 11,DUBLIN ACC,129.180,N53.23.15.00 W005.10.17.00/N53.11.17.00 W005.11.12.00/N53.11.49.00 W005.30.00.00/N53.15.00.00 W005.30.00.00/N53.23.15.00 W005.10.17.00,000,000
147,HOLYHEAD CTA 12,DUBLIN ACC,129.180,N53.35.48.00 W005.30.00.00/N53.35.13.00 W005.09.15.00/N53.23.15.00 W005.10.17.00/N53.15.00.00 W005.30.00.00/N53.35.48.00 W005.30.00.00,000,000
148,HOLYHEAD CTA 13,DUBLIN ACC,129.180,N53.48.11.00 W005.08.07.00/N53.47.35.00 W004.49.37.00/N53.22.40.00 W004.51.56.00/N53.23.15.00 W005.10.17.00/N53.48.11.00 W005.08.07.00,000,000
149,HOLYHEAD CTA 14,DUBLIN ACC,129.180,N53.48.48.00 W005.30.00.00/N53.48.11.00 W005.08.07.00/N53.35.13.00 W005.09.15.00/N53.35.48.00 W005.30.00.00/N53.48.48.00 W005.30.00.00,000,000
150,HOLYHEAD CTA 15,SCOTTISH ACC,123.775,N54.00.05.00 W005.10.32.00/N53.53.51.00 W004.56.02.00/N53.48.14.00 W005.09.51.00/N53.48.48.00 W005.30.00.00/N53.52.07.00 W005.30.00.00/N54.00.05.00 W005.10.32.00,000,000
151,HOLYHEAD CTA 16,SCOTTISH ACC,123.775,N54.04.05.00 W005.00.40.00/N53.57.58.00 W004.45.48.00/N53.53.51.00 W004.56.02.00/N54.00.05.00 W005.10.32.00/N54.04.05.00 W005.00.40.00,000,000
152,HOLYHEAD CTA 17,SCOTTISH ACC,128.055,N53.32.13.00 W003.14.06.00/N53.27.34.00 W003.03.10.00/N53.23.36.00 W003.11.10.00/N53.23.45.00 W003.16.25.00/N53.18.55.00 W003.16.47.00/N53.19.09.00 W003.22.01.00/N53.26.21.00 W003.21.07.00/N53.32.13.00 W003.14.06.00,000,000
153,HOLYHEAD CTA 18,SCOTTISH ACC,128.055,N53.41.50.00 W003.36.53.00/N53.39.18.00 W002.39.00.00/N53.36.30.00 W003.01.36.00/N53.32.22.00 W003.00.59.00/N53.32.13.00 W003.14.06.00/N53.41.50.00 W003.36.53.00,000,000
154,HOLYHEAD CTA 19,DUBLIN ACC,124.650,N53.10.35.00 W005.30.00.00/N53.03.29.00 W005.17.05.00/N52.56.06.00 W005.28.13.00/N52.57.05.00 W005.30.00.00/N53.10.35.00 W005.30.00.00,000,000
155,HOLYHEAD CTA 20,DUBLIN ACC,124.650,N53.03.29.00 W005.17.05.00/N52.50.38.00 W004.53.58.00/N52.43.18.00 W005.05.08.00/N52.56.06.00 W005.28.13.00/N53.03.29.00 W005.17.05.00,000,000
156,HOLYHEAD CTA 21,DUBLIN ACC,124.650,N52.50.38.00 W004.53.58.00/N52.43.10.00 W004.40.42.00/N52.35.50.00 W004.51.51.00/N52.43.18.00 W005.05.08.00/N52.50.38.00 W004.53.58.00,000,000
157,HOLYHEAD CTA 22,SCOTTISH ACC,128.055,N53.39.18.00 W002.39.00.00/N53.32.23.00 W002.59.07.00/N53.32.22.00 W003.00.59.00/N53.36.30.00 W003.01.36.00/N53.39.18.00 W002.39.00.00,000,000
158,IRISH SEA CTA 1,SCOTTISH ACC,123.775,N55.20.44.00 W005.39.24.00/N55.15.27.00 W005.00.00.00/N55.15.11.00 W005.00.00.00/N55.12.14.00 W005.02.34.00/N55.08.06.00 W004.30.02.00/N55.02.51.00 W004.51.18.00/N54.51.20.00 W005.01.18.00/N54.31.38.00 W005.08.35.00/N54.02.46.00 W003.57.56.00/N53.55.56.00 W004.06.08.00/N53.54.19.00 W004.21.51.00/N53.46.17.00 W004.31.12.00/N53.48.17.00 W005.30.00.00/N53.55.00.00 W005.30.00.00/N54.25.00.00 W008.10.00.00/N55.13.24.00 W007.04.14.00/N55.20.44.00 W005.39.24.00,000,000
159,IRISH SEA CTA 2,SCOTTISH ACC,133.050,N53.55.56.00 W004.06.08.00/N53.55.22.00 W004.06.49.00/N53.53.58.00 W004.06.08.00/N53.41.50.00 W003.36.53.00/N53.39.18.00 W002.39.00.00/N53.32.23.00 W002.59.07.00/N53.32.13.00 W003.14.06.00/N53.27.34.00 W003.03.10.00/N53.23.36.00 W003.11.10.00/N53.23.45.00 W003.16.25.00/N53.08.13.00 W003.17.36.00/N53.19.57.00 W003.39.54.00/N53.22.40.00 W004.51.56.00/N53.46.58.00 W004.49.41.00/N53.46.17.00 W004.31.12.00/N53.54.19.00 W004.21.51.00/N53.55.56.00 W004.06.08.00,000,000
160,IRISH SEA CTA 3,SCOTTISH ACC,133.050,N53.22.40.00 W004.51.56.00/N53.19.57.00 W003.39.54.00/N53.08.13.00 W003.17.36.00/N53.06.56.00 W003.17.41.00/N53.10.40.00 W004.53.01.00/N53.22.40.00 W004.51.56.00,000,000
161,IRISH SEA CTA 4,DUBLIN ACC,129.180,N53.23.15.00 W005.10.17.00/N53.22.40.00 W004.51.56.00/N53.10.40.00 W004.53.01.00/N53.11.49.00 W005.30.00.00/N53.15.00.00 W005.30.00.00/N53.23.15.00 W005.10.17.00,000,000
162,IRISH SEA CTA 5,DUBLIN ACC,129.180,N53.48.17.00 W005.30.00.00/N53.46.58.00 W004.49.41.00/N53.22.40.00 W004.51.56.00/N53.23.15.00 W005.10.17.00/N53.15.00.00 W005.30.00.00/N53.48.17.00 W005.30.00.00,000,000
163,IRISH SEA CTA 6,DUBLIN ACC,124.650,N53.10.35.00 W005.30.00.00/N52.43.10.00 W004.40.42.00/N52.35.50.00 W004.51.51.00/N52.57.05.00 W005.30.00.00/N53.10.35.00 W005.30.00.00,000,000
164,IRISH SEA CTA 7,LONDON ACC,129.380,N52.43.10.00 W004.40.42.00/N52.29.31.00 W004.16.47.00/N52.22.12.00 W004.27.54.00/N52.35.50.00 W004.51.51.00/N52.43.10.00 W004.40.42.00,000,000
165,LEEDS BRADFORD CTA 1,ISLE OF MAN APP,135.905,N53.49.04.00 W001.27.03.00/N53.44.45.00 W001.23.27.00/N53.40.32.00 W001.33.31.00/N53.43.59.00 W001.38.47.00/N53.49.04.00 W001.27.03.00,000,000
166,LEEDS BRADFORD CTA 2,LEEDS BRADFORD APP,134.580,N53.53.12.00 W001.52.59.00/N53.43.59.00 W001.38.47.00/N53.53.12.00 W001.52.59.00,000,000
167,LEEDS BRADFORD CTA 3,LEEDS BRADFORD APP,134.580,N54.02.36.00 W001.49.00.00/N53.59.55.00 W001.40.27.00/N53.43.59.00 W001.38.47.00/N53.40.32.00 W001.33.31.00/N53.44.45.00 W001.23.27.00/N53.40.07.00 W001.19.37.00/N53.37.13.00 W001.48.30.00/N53.47.26.00 W001.59.13.00/N53.55.39.00 W002.09.19.00/N54.02.36.00 W001.49.00.00,000,000
168,LINCOLNSHIRE CTA 1,SCOTTISH ACC,133.800,N53.28.30.00 W000.17.32.00/N53.22.04.00 E000.04.31.00/N53.17.17.00 E000.01.55.00/N53.12.22.00 E000.00.29.00/N53.12.32.00 W000.01.07.00/N53.06.18.00 W000.04.28.00/N53.11.01.00 W000.29.08.00/N53.20.07.00 W000.24.20.00/N53.28.30.00 W000.17.32.00,000,000
169,LINCOLNSHIRE CTA 2,SCOTTISH ACC,133.800,N53.32.25.00 W000.31.06.00/N53.28.30.00 W000.17.32.00/N53.20.07.00 W000.24.20.00/N53.11.01.00 W000.29.08.00/N53.13.43.00 W000.43.24.00/N53.23.25.00 W000.38.20.00/N53.32.25.00 W000.31.06.00,000,000
170,LINCOLNSHIRE CTA 3,SCOTTISH ACC,133.800,N53.36.19.00 W000.44.48.00/N53.32.25.00 W000.31.06.00/N53.23.25.00 W000.38.20.00/N53.13.43.00 W000.43.24.00/N53.19.38.00 W001.15.32.00/N53.30.59.00 W001.09.32.00/N53.31.09.00 W001.07.51.00/N53.31.19.00 W001.06.14.00/N53.26.43.00 W000.49.58.00/N53.36.19.00 W000.44.48.00,000,000
171,LINCOLNSHIRE CTA 4,SCOTTISH ACC,133.800,N53.41.17.00 W001.02.26.00/N53.36.19.00 W000.44.48.00/N53.26.43.00 W000.49.58.00/N53.31.19.00 W001.06.14.00/N53.31.09.00 W001.07.51.00/N53.41.17.00 W001.02.26.00,000,000
172,LIVERPOOL CTA 2,LIVERPOOL APP,119.855,N53.27.34.00 W003.03.10.00/N53.23.36.00 W003.11.10.00/N53.23.45.00 W003.16.25.00/N53.18.55.00 W003.16.47.00/N53.19.09.00 W003.22.01.00/N53.26.21.00 W003.21.07.00/N53.32.13.00 W003.14.06.00/N53.27.34.00 W003.03.10.00,000,000
173,LIVERPOOL CTA 4,LIVERPOOL APP,119.855,N53.23.36.00 W003.11.10.00/N53.23.09.00 W003.12.05.00/N53.14.27.00 W003.01.40.00/N53.18.55.00 W003.16.47.00/N53.23.45.00 W003.16.25.00/N53.23.36.00 W003.11.10.00,000,000
174,LONDON GATWICK CTA,LONDON GATWICK APP,118.950,N51.01.00.00 E000.04.58.00/N51.01.00.00 W000.25.45.00/N51.11.24.00 W000.30.03.00/N51.16.18.00 E000.05.33.00/N51.01.00.00 E000.04.58.00,000,000
175,LONDON LUTON CTA 1,LONDON LUTON APP,129.550,N51.58.57.00 W000.14.34.00/N52.01.27.00 E000.00.00.00/N51.51.46.00 W000.00.06.00/N51.51.02.00 W000.00.30.00/N51.48.30.00 W000.15.06.00/N51.50.42.00 W000.09.31.00/N51.58.57.00 W000.14.34.00,000,000
176,LONDON STANSTED CTA 1,LONDON LUTON APP,129.550,N51.54.16.00 E000.26.53.00/N52.01.04.00 E000.15.03.00/N52.05.17.00 E000.21.24.00/N51.58.28.00 E000.33.14.00/N51.54.16.00 E000.26.53.00,000,000
177,LONDON STANSTED CTA 2,LONDON STANSTED APP,120.625,N51.45.08.00 E000.13.09.00/N51.40.55.00 E000.06.52.00/N51.45.50.00 W000.03.16.00/N51.51.46.00 W000.00.06.00/N51.51.55.00 E000.01.20.00/N51.45.08.00 E000.13.09.00,000,000
178,LONDON STANSTED CTA 3,LONDON STANSTED APP,120.625,N51.58.28.00 E000.33.14.00/N51.53.49.00 E000.35.03.00/N51.45.56.00 E000.23.09.00/N51.45.08.00 E000.13.09.00/N51.58.28.00 E000.33.14.00,000,000
179,LONDON STANSTED CTA 4,LONDON STANSTED APP,120.625,N52.03.00.00 E000.09.07.00/N52.05.17.00 E000.21.24.00/N51.51.55.00 E000.01.20.00/N51.51.46.00 W000.00.06.00/N52.01.27.00 E000.00.00.00/N52.03.00.00 E000.09.07.00,000,000
180,LONDON/CITY CTA,LONDON CITY APP,125.625,N51.35.47.00 W000.12.21.00/N51.35.05.00 E000.10.22.00/N51.25.07.00 E000.09.32.00/N51.25.41.00 W000.08.28.00/N51.26.40.00 W000.08.11.00/N51.26.10.00 E000.07.47.00/N51.34.09.00 E000.08.26.00/N51.34.45.00 W000.11.08.00/N51.35.47.00 W000.12.21.00,000,000
181,LONDONDERRY/EGLINTON CTA 1,LONDONDERRY APP,123.625,N55.05.27.00 W007.15.20.00/N54.55.06.00 W007.29.26.00/N55.02.05.00 W007.33.32.00/N55.05.27.00 W007.15.20.00,000,000
182,LONDONDERRY/EGLINTON CTA 2,LONDONDERRY APP,123.625,N55.02.05.00 W007.33.32.00/N54.55.06.00 W007.29.26.00/N54.52.12.00 W007.33.29.00/N55.01.14.00 W007.38.07.00/N55.02.05.00 W007.33.32.00,000,000
183,LONDONDERRY/EGLINTON CTA 3,LONDONDERRY APP,123.625,N55.12.17.00 W007.05.47.00/N55.05.27.00 W007.15.20.00/N55.03.17.00 W007.27.03.00/N55.12.17.00 W007.05.47.00,000,000
184,MIDLANDS CTA,MANCHESTER APP,118.580,N53.27.19.00 W001.46.17.00/N53.22.27.00 W001.43.15.00/N53.21.09.00 W001.29.04.00/N53.20.12.00 W001.18.40.00/N53.17.55.00 W001.06.06.00/N53.00.16.00 W001.00.43.00/N52.26.31.00 W000.27.29.00/N52.26.32.00 W000.37.02.00/N52.11.26.00 W000.22.20.00/N52.03.16.00 W000.34.41.00/N52.04.21.00 W000.37.12.00/N51.57.45.00 W001.11.26.00/N51.44.20.00 W001.00.41.00/N51.34.23.00 W001.11.38.00/N51.36.40.00 W001.30.11.00/N51.39.11.00 W001.26.29.00/N51.39.45.00 W001.26.46.00/N51.44.12.00 W001.40.10.00/N51.44.57.00 W001.50.35.00/N51.47.07.00 W002.05.09.00/N51.53.51.00 W002.30.17.00/N51.56.40.00 W002.47.18.00/N51.57.49.00 W003.26.02.00/N52.38.10.00 W003.23.08.00/N52.44.29.00 W003.19.23.00/N53.23.45.00 W003.16.25.00/N53.23.36.00 W003.11.10.00/N53.23.09.00 W003.12.05.00/N53.14.27.00 W003.01.40.00/N53.06.26.00 W002.43.49.00/N53.06.02.00 W002.22.46.00/N53.07.32.00 W002.00.56.00/N53.26.56.00 W001.50.00.00/N53.27.19.00 W001.46.17.00,000,000
185,MORAY CTA 1,SCOTTISH ACC,134.850,N57.37.06.00 W001.57.36.00/N57.35.56.00 W001.39.10.00/N57.33.33.00 W001.35.40.00/N57.24.22.00 W001.28.15.00/N57.04.17.00 W001.49.29.00/N57.08.45.00 W001.50.19.00/N57.21.53.00 W001.58.35.00/N57.21.00.00 W002.33.56.00/N57.32.41.00 W002.35.54.00/N57.36.13.00 W002.18.32.00/N57.37.06.00 W001.57.36.00,000,000
186,MORAY CTA 2,SCOTTISH ACC,134.850,N57.46.43.00 W000.37.20.00/N57.37.31.00 W000.30.07.00/N57.27.58.00 W001.12.42.00/N57.24.22.00 W001.28.15.00/N57.33.33.00 W001.35.40.00/N57.37.08.00 W001.20.04.00/N57.46.43.00 W000.37.20.00,000,000
187,MORAY CTA 3,SCOTTISH ACC,134.850,N59.19.27.00 W001.15.22.00/N57.35.56.00 W001.39.10.00/N57.37.06.00 W001.57.36.00/N59.20.39.00 W001.34.45.00/N59.19.27.00 W001.15.22.00,000,000
188,MORAY CTA 4,SCOTTISH ACC,134.850,N59.30.33.00 W001.32.27.00/N59.29.21.00 W001.12.58.00/N59.19.27.00 W001.15.22.00/N59.20.39.00 W001.34.45.00/N59.30.33.00 W001.32.27.00,000,000
189,MORAY CTA 5,SCOTTISH ACC,134.850,N59.33.31.00 W001.31.45.00/N59.32.19.00 W001.12.14.00/N59.29.21.00 W001.12.58.00/N59.30.33.00 W001.32.27.00/N59.33.31.00 W001.31.45.00,000,000
190,MORAY CTA 6,SCOTTISH ACC,134.850,N58.27.57.00 W002.56.07.00/N57.36.13.00 W002.18.32.00/N57.32.41.00 W002.35.54.00/N58.19.14.00 W003.10.00.00/N58.24.51.00 W002.57.23.00/N58.27.57.00 W002.56.07.00,000,000
191,MORAY CTA 7,SCOTTISH ACC,134.850,N58.58.37.00 W003.03.05.00/N58.56.32.00 W002.44.12.00/N58.24.51.00 W002.57.23.00/N57.52.13.00 W004.09.09.00/N57.54.49.00 W004.32.04.00/N58.03.45.00 W004.12.48.00/N58.23.56.00 W003.28.47.00/N58.30.14.00 W003.14.40.00/N58.58.37.00 W003.03.05.00,000,000
192,MORAY CTA 8,SCOTTISH ACC,127.275,N57.58.20.00 W005.05.30.00/N57.45.11.00 W004.23.39.00/N57.54.49.00 W004.32.04.00/N57.52.13.00 W004.09.09.00/N57.33.20.00 W003.52.56.00/N57.12.06.00 W003.58.20.00/N57.13.27.00 W004.16.34.00/N57.29.58.00 W004.12.30.00/N57.37.00.00 W004.34.24.00/N57.49.40.00 W005.14.47.00/N57.58.20.00 W005.05.30.00,000,000
193,MORAY CTA 9,SCOTTISH ACC,127.275,N58.16.45.00 W006.06.17.00/N57.58.20.00 W005.05.30.00/N57.49.40.00 W005.14.47.00/N58.08.05.00 W006.15.40.00/N58.16.45.00 W006.06.17.00,000,000
194,MORAY CTA 10,SCOTTISH ACC,127.275,N57.13.27.00 W004.16.34.00/N57.12.06.00 W003.58.20.00/N56.41.20.00 W004.06.00.00/N56.42.39.00 W004.23.59.00/N57.13.27.00 W004.16.34.00,000,000
195,MORAY CTA 11,SCOTTISH ACC,127.275,N56.42.39.00 W004.23.59.00/N56.41.20.00 W004.06.00.00/N56.27.08.00 W004.09.28.00/N56.28.27.00 W004.27.20.00/N56.42.39.00 W004.23.59.00,000,000
196,MORAY CTA 12,SCOTTISH ACC,127.275,N56.42.39.00 W004.23.59.00/N56.41.20.00 W004.06.00.00/N56.27.08.00 W004.09.28.00/N56.28.27.00 W004.27.20.00/N56.42.39.00 W004.23.59.00,000,000
197,MORAY CTA 13,SCOTTISH ACC,127.275,N56.28.27.00 W004.27.20.00/N56.27.08.00 W004.09.28.00/N56.12.35.00 W004.12.58.00/N56.04.32.00 W004.32.53.00/N56.28.27.00 W004.27.20.00,000,000
198,MORAY CTA 14,SCOTTISH ACC,127.275,N57.07.58.00 W004.17.54.00/N57.06.38.00 W003.59.43.00/N56.12.35.00 W004.12.58.00/N56.04.32.00 W004.32.53.00/N57.07.58.00 W004.17.54.00,000,000
199,MORAY CTA 15,SCOTTISH ACC,124.500,N57.57.58.00 E000.14.44.00/N57.48.44.00 E000.21.51.00/N57.27.58.00 W001.12.42.00/N57.37.08.00 W001.20.04.00/N57.57.58.00 E000.14.44.00,000,000
200,MORAY CTA 16,SCOTTISH ACC,134.850,N59.53.19.00 W001.27.03.00/N59.52.07.00 W001.07.21.00/N59.32.19.00 W001.12.14.00/N59.33.31.00 W001.31.45.00/N59.53.19.00 W001.27.03.00,000,000
