,name,type,coords,freq
60,ARNUN,FIX,N51.03.25.98 E000.55.52.98,000.000
61,ARPAK,FIX,N51.48.44.64 W003.19.05.48,000.000
62,ARPUB,FIX,N53.35.34.00 W001.14.28.00,000.000
63,ARREK,FIX,N51.36.43.04 E001.50.07.27,000.000
64,ARSAT,FIX,N54.32.06.19 W001.44.18.63,000.000
65,ARTEX,FIX,N56.53.41.37 E003.57.38.47,000.000
66,ARTIX,FIX,N53.23.42.08 W001.02.08.72,000.000
67,ASHUM,FIX,N51.36.07.25 W001.53.36.46,000.000
68,ASKAM,FIX,N54.57.47.34 E003.13.49.91,000.000
69,ASLIB,FIX,N54.49.27.55 W003.03.39.35,000.000
70,ASMIM,FIX,N53.26.45.75 W002.39.10.71,000.000
71,ASNIP,FIX,N53.28.43.09 W002.54.25.97,000.000
72,ASNUD,FIX,N56.41.39.00 W003.03.20.35,000.000
73,ASRUS,FIX,N55.03.21.00 W003.20.45.00,000.000
74,ATHAS,FIX,N52.36.44.93 W002.45.28.05,000.000
75,ATNAK,FIX,N57.00.00.00 E005.00.00.00,000.000
76,ATSAP,FIX,N51.27.15.96 E001.30.16.98,000.000
77,ATSIX,FIX,N60.00.00.00 W010.00.00.00,000.000
78,ATSUR,FIX,N50.00.00.00 W014.00.00.00,000.000
79,AVANT,FIX,N50.49.12.00 W000.56.18.05,000.000
80,AVRAL,FIX,N55.30.34.00 E003.42.59.00,000.000
81,AVTIC,FIX,N52.43.04.81 W003.07.57.93,000.000
82,AVZAC,FIX,N51.46.37.02 W005.03.55.57,000.000
83,AXCIS,FIX,N52.43.19.48 W003.16.34.76,000.000
84,AXNEF,FIX,N51.45.05.23 W003.53.19.14,000.000
85,AZCAL,FIX,N51.54.17.03 W003.11.44.52,000.000
86,BABGU,FIX,N54.16.39.33 W005.16.25.07,000.000
87,BABRA,FIX,N53.37.39.37 W003.56.42.63,000.000
88,BADGA,FIX,N55.37.49.24 E002.36.57.62,000.000
89,BADIM,FIX,N51.38.37.89 W002.30.40.43,000.000
90,BADSI,FIX,N52.39.30.00 W004.46.17.12,000.000
91,BAGIT,FIX,N53.13.44.63 W003.59.18.18,000.000
92,BAGSO,FIX,N53.40.47.96 W005.30.00.00,000.000
93,BAJJA,FIX,N51.48.05.01 W004.17.05.77,000.000
94,BAKOX,FIX,N53.31.43.40 W005.09.33.03,000.000
95,BAKUR,FIX,N52.14.29.61 W005.40.48.81,000.000
96,BALID,FIX,N56.29.49.16 W001.57.06.88,000.000
97,BALIX,FIX,N59.00.00.00 W010.00.00.00,000.000
98,BAMEP,FIX,N53.52.42.00 W002.16.09.00,000.000
99,BAMLI,FIX,N54.08.28.00 W006.39.04.00,000.000
100,BAMRA,FIX,N59.26.00.28 W003.57.09.80,000.000
101,BANBA,FIX,N51.57.10.10 W006.14.20.59,000.000
102,BANEM,FIX,N52.20.08.11 E001.30.19.26,000.000
103,BANTO,FIX,N52.21.27.65 W000.13.57.38,000.000
104,BANVA,FIX,N50.32.42.00 E000.45.12.00,000.000
105,BAPHU,FIX,N51.10.42.47 W003.44.42.58,000.000
106,BARKU,FIX,N60.36.17.61 W009.24.36.37,000.000
107,BARMI,FIX,N52.28.41.76 E002.34.13.73,000.000
108,BAROS,FIX,N53.24.22.39 W003.26.43.38,000.000
109,BARTN,FIX,N53.28.14.17 W002.25.41.11,000.000
110,BATLI,FIX,N53.38.45.07 W001.21.36.90,000.000
111,BAVDO,FIX,N54.18.19.73 W001.09.25.35,000.000
112,BAVUD,FIX,N53.31.08.30 W004.51.09.14,000.000
113,BEBNI,FIX,N54.59.05.82 W003.35.14.22,000.000
114,BEDFO,FIX,N52.13.30.00 W000.33.47.81,000.000
115,BEDRA,FIX,N49.00.00.00 W015.00.00.00,000.000
116,BEGAM,FIX,N54.09.24.84 W002.07.15.43,000.000
117,BEGAS,FIX,N45.00.00.00 W009.00.00.00,000.000
118,BEGID,FIX,N56.30.00.00 W014.00.00.00,000.000
119,BEGTO,FIX,N50.45.45.12 W001.14.07.99,000.000
120,BEKET,FIX,N58.53.13.00 W001.31.20.14,000.000
121,BEKMO,FIX,N52.59.10.21 E002.37.10.22,000.000
122,BELOX,FIX,N53.53.16.37 W003.29.23.15,000.000
123,BELZU,FIX,N54.39.40.00 W006.13.48.00,000.000
124,BENBO,FIX,N50.27.04.76 E000.00.36.71,000.000
125,BENSU,FIX,N51.34.44.26 W000.55.08.45,000.000
126,BEPHE,FIX,N52.30.33.98 W002.46.00.31,000.000
127,BEREP,FIX,N59.02.09.00 E001.44.20.00,000.000
128,BERUL,FIX,N52.40.16.19 W003.31.12.63,000.000
129,BERUX,FIX,N45.00.00.00 W011.00.00.00,000.000
130,BESGA,FIX,N60.47.22.52 W007.54.45.75,000.000
131,BETAX,FIX,N53.00.32.89 W000.54.02.72,000.000
132,BETPO,FIX,N51.47.54.00 W000.43.28.00,000.000
133,BEVAM,FIX,N55.43.52.88 E000.15.02.96,000.000
134,BEVUP,FIX,N50.48.00.00 W002.14.20.00,000.000
135,BIBPE,FIX,N51.42.58.91 W001.51.08.70,000.000
136,BIDVA,FIX,N50.43.38.76 W000.58.39.48,000.000
137,BIFCU,FIX,N52.08.16.67 W003.22.02.77,000.000
138,BIFIN,FIX,N52.03.22.51 W002.27.18.91,000.000
139,BIGNO,FIX,N50.00.00.00 W002.49.30.00,000.000
140,BILLY,FIX,N60.01.10.57 W008.34.08.26,000.000
141,BILNI,FIX,N50.40.31.08 W002.07.32.56,000.000
142,BILTO,FIX,N56.30.00.00 W015.00.00.00,000.000
143,BILVO,FIX,N53.43.52.26 W003.11.08.89,000.000
144,BIMGO,FIX,N49.30.00.00 W014.00.00.00,000.000
145,BINBO,FIX,N53.24.06.07 E003.20.29.35,000.000
146,BINTI,FIX,N54.33.44.74 W001.59.44.93,000.000
147,BISRU,FIX,N51.04.18.09 E000.22.02.82,000.000
148,BLACA,FIX,N54.53.00.00 W005.09.31.92,000.000
149,BLIXY,FIX,N51.37.30.25 E001.58.31.54,000.000
150,BODSO,FIX,N53.03.08.25 E002.05.40.71,000.000
151,BOFUM,FIX,N53.32.13.98 W005.30.00.00,000.000
152,BOGMI,FIX,N50.59.52.57 W007.12.16.71,000.000
153,BOGNA,FIX,N50.42.07.00 W000.15.05.57,000.000
154,BOLBI,FIX,N53.27.59.75 W001.48.45.07,000.000
155,BOLRO,FIX,N50.00.00.00 W001.41.29.43,000.000
156,BOMBO,FIX,N51.59.44.29 W000.23.46.85,000.000
157,BONBY,FIX,N57.53.30.00 W004.20.36.00,000.000
158,BOXHE,FIX,N50.09.29.33 W003.38.29.69,000.000
159,BOYNE,FIX,N53.46.01.59 W005.30.00.00,000.000
160,BRAIN,FIX,N51.48.39.91 E000.39.06.00,000.000
161,BRASO,FIX,N51.41.06.57 E000.41.00.03,000.000
162,BRIPO,FIX,N50.42.27.47 W002.45.00.00,000.000
163,BRUCE,FIX,N56.14.11.05 W005.50.28.09,000.000
164,BRUMI,FIX,N52.22.37.21 W002.00.19.14,000.000
165,BUCFA,FIX,N51.30.13.22 W002.09.41.09,000.000
166,BUCGO,FIX,N51.46.06.08 W002.36.37.20,000.000
167,BUDON,FIX,N57.42.06.85 W000.33.43.38,000.000
168,BUDXE,FIX,N50.28.18.29 W003.17.44.21,000.000
169,BUGUP,FIX,N51.52.37.17 W001.36.59.89,000.000
170,BUKUT,FIX,N52.45.30.21 E002.48.01.68,000.000
171,BURNI,FIX,N53.43.37.76 W002.31.03.86,000.000
172,BUSTA,FIX,N52.05.34.45 E000.04.03.92,000.000
173,BUZAD,FIX,N51.56.32.08 W000.33.08.21,000.000
174,CALDA,FIX,N53.46.27.00 W002.38.38.38,000.000
175,CARWI,FIX,N51.25.05.88 W003.17.44.16,000.000
176,CASEL,FIX,N53.49.52.13 W004.10.56.75,000.000
177,CAWZE,FIX,N51.22.27.35 W001.59.20.05,000.000
178,CESQA,FIX,N51.39.40.99 W001.37.11.97,000.000
179,CHASE,FIX,N52.36.47.51 W001.55.01.92,000.000
180,CHINN,FIX,N57.57.51.00 W004.11.17.14,000.000
181,CLYDE,FIX,N55.57.48.43 W004.47.31.51,000.000
182,COCCU,FIX,N52.16.04.34 W000.03.22.02,000.000
183,CONHA,FIX,N52.42.26.44 W002.46.59.26,000.000
184,CONKO,FIX,N51.36.48.00 W002.03.10.18,000.000
185,COWLY,FIX,N51.36.57.58 W001.03.53.72,000.000
186,COXPE,FIX,N50.56.16.27 W003.34.42.70,000.000
187,CREWE,FIX,N52.49.06.85 W002.18.26.90,000.000
188,CROFT,FIX,N53.37.36.89 W002.32.19.85,000.000
189,CUTEL,FIX,N55.53.08.89 E002.22.27.68,000.000
190,DAGGA,FIX,N51.49.19.37 E000.47.39.00,000.000
191,DANDI,FIX,N53.41.03.71 W003.56.58.08,000.000
192,DANWO,FIX,N51.47.22.81 W001.41.05.77,000.000
193,DAUNT,FIX,N55.25.08.18 W004.52.46.93,000.000
194,DAVAZ,FIX,N51.52.58.69 W005.25.53.59,000.000
195,DAVOT,FIX,N57.20.41.57 W004.05.28.57,000.000
196,DAWLY,FIX,N50.34.27.31 W003.27.50.23,000.000
197,DAYNE,FIX,N53.14.19.12 W002.01.45.26,000.000
198,DEGGE,FIX,N51.37.40.40 W001.00.09.12,000.000
199,DEGOS,FIX,N54.11.21.19 W006.54.22.89,000.000
200,DELBO,FIX,N51.52.36.92 W001.16.24.01,000.000
201,DENBY,FIX,N53.31.12.53 W001.57.40.39,000.000
202,DENOG,FIX,N57.25.53.37 W001.45.15.83,000.000
203,DESIG,FIX,N53.31.38.13 W001.53.33.70,000.000
204,DESNA,FIX,N50.37.00.00 W000.47.00.31,000.000
205,DEVAL,FIX,N50.51.25.35 E001.28.00.00,000.000
206,DEVBI,FIX,N60.42.54.32 W008.46.10.49,000.000
207,DEXEN,FIX,N53.16.49.00 W005.30.00.00,000.000
208,DIBAL,FIX,N52.47.49.98 E002.30.00.00,000.000
209,DIDZA,FIX,N51.36.27.71 W001.23.43.46,000.000
210,DIGBI,FIX,N55.11.05.57 W001.03.01.45,000.000
211,DIGMA,FIX,N53.38.59.86 W003.37.23.50,000.000
212,DIGSU,FIX,N52.01.26.00 E000.38.05.00,000.000
213,DIGUT,FIX,N51.39.01.29 W001.17.59.47,000.000
214,DIKVU,FIX,N51.17.46.89 E000.19.01.84,000.000
215,DIMLI,FIX,N54.56.47.47 W006.36.54.74,000.000
216,DINIM,FIX,N51.00.00.00 W015.00.00.00,000.000
217,DIPSO,FIX,N53.03.12.62 W001.20.38.61,000.000
218,DIQSE,FIX,N51.48.00.46 W005.15.52.78,000.000
219,DISIT,FIX,N52.06.10.84 W001.42.40.91,000.000
220,DISVO,FIX,N50.39.31.38 W001.02.57.16,000.000
221,DITOB,FIX,N52.17.01.15 E001.49.27.08,000.000
222,DIXIB,FIX,N51.14.12.22 W000.50.53.53,000.000
223,DIZIM,FIX,N52.02.23.59 W003.11.07.44,000.000
224,DIZZE,FIX,N53.50.42.74 W002.32.32.91,000.000
225,DOBEM,FIX,N51.52.10.52 W002.55.45.33,000.000
226,DOGAL,FIX,N54.00.00.00 W015.00.00.00,000.000
227,DOKEN,FIX,N55.40.54.59 E002.06.56.05,000.000
228,DOLAS,FIX,N52.58.42.96 E001.00.03.43,000.000
229,DOLOP,FIX,N53.12.50.90 W003.37.50.73,000.000
230,DOLUR,FIX,N49.29.03.89 W005.03.26.07,000.000
231,DOMUT,FIX,N50.15.42.57 W001.40.08.65,000.000
232,DONAX,FIX,N53.29.11.34 W003.57.40.24,000.000
233,DONIB,FIX,N55.43.09.46 W007.41.44.04,000.000
234,DONNA,FIX,N51.42.00.38 W000.44.37.04,000.000
235,DOPEK,FIX,N53.23.03.95 W000.55.31.64,000.000
236,DORKI,FIX,N51.16.33.00 W000.15.52.00,000.000
237,DOSUN,FIX,N60.07.02.50 W006.23.38.51,000.000
238,DRAKE,FIX,N50.12.34.00 W000.04.34.00,000.000
239,DUCNO,FIX,N51.58.24.34 W002.18.51.65,000.000
240,DUFFY,FIX,N54.30.53.42 W005.51.38.80,000.000
241,EBOTO,FIX,N52.21.33.30 W000.41.39.63,000.000
242,ECCIT,FIX,N52.07.47.90 W005.38.43.73,000.000
243,EDCOX,FIX,N52.12.59.68 W000.24.19.92,000.000
244,EDFAR,FIX,N52.20.35.66 W002.46.52.02,000.000
245,EDONU,FIX,N56.17.36.00 W003.33.41.00,000.000
246,EDUXO,FIX,N53.24.24.00 W001.13.01.00,000.000
247,EGRUF,FIX,N51.43.27.72 W003.40.42.18,000.000
248,EKLAD,FIX,N53.15.13.70 W002.49.28.85,000.000
249,EKNIV,FIX,N51.24.25.62 E000.37.31.08,000.000
250,ELBOB,FIX,N54.43.58.15 W007.44.38.09,000.000
251,ELBUS,FIX,N55.29.43.28 W004.04.35.87,000.000
252,ELDAX,FIX,N50.29.18.36 E000.39.30.42,000.000
253,ELDER,FIX,N50.39.48.10 W001.20.13.93,000.000
254,ELEZE,FIX,N52.44.19.98 W001.56.00.48,000.000
255,ELKOG,FIX,N60.26.47.63 W009.30.00.00,000.000
256,ELLIQ,FIX,N52.57.06.48 W003.00.30.80,000.000
257,ELMUD,FIX,N55.06.56.00 W001.40.24.00,000.000
258,ELNAB,FIX,N53.22.11.00 E001.12.51.00,000.000
259,ELNIF,FIX,N51.51.19.24 W002.49.21.61,000.000
260,ELNOD,FIX,N53.28.26.00 W001.35.24.00,000.000
261,ELREW,FIX,N52.07.50.16 W003.06.38.15,000.000
262,ELRIP,FIX,N50.37.44.67 W002.59.23.73,000.000
263,ELSAN,FIX,N56.42.19.29 E003.43.57.58,000.000
264,ELSOF,FIX,N51.26.31.49 W001.28.46.13,000.000
265,ELSOX,FIX,N51.00.00.00 W014.00.00.00,000.000
266,ELVOS,FIX,N52.42.01.00 W001.18.25.00,000.000
267,ELWIS,FIX,N51.45.47.16 W002.31.49.08,000.000
268,EMBOR,FIX,N52.57.48.00 W001.17.45.25,000.000
269,EMGAT,FIX,N55.09.47.37 W004.45.11.90,000.000
270,EMJEE,FIX,N52.03.54.62 W001.58.41.73,000.000
271,EMKAD,FIX,N51.14.49.88 E000.42.33.94,000.000
272,EMKUK,FIX,N51.58.37.47 W001.21.14.72,000.000
273,EMLON,FIX,N53.12.20.44 E002.30.00.00,000.000
274,EMPER,FIX,N49.00.00.00 W009.00.00.00,000.000
275,EMWIP,FIX,N50.03.19.72 W003.19.08.98,000.000
276,ENCOD,FIX,N53.19.59.32 W000.24.23.92,000.000
277,ENDEQ,FIX,N53.26.44.38 W005.30.00.00,000.000
278,ENHAQ,FIX,N51.24.22.69 W001.43.13.40,000.000
279,ENHEL,FIX,N50.13.54.15 W003.15.23.42,000.000
280,ENIPI,FIX,N55.01.10.78 W003.15.10.23,000.000
281,ENITO,FIX,N52.48.04.89 E002.28.03.26,000.000
282,ENJEX,FIX,N52.03.21.06 W006.02.27.78,000.000
283,ENUKU,FIX,N56.14.00.00 W003.38.19.00,000.000
284,EPACE,FIX,N51.14.20.88 W003.31.11.46,000.000
285,EPLEF,FIX,N49.55.31.78 W003.00.44.62,000.000
286,EPOXI,FIX,N53.19.58.70 W003.27.17.71,000.000
287,EPUNA,FIX,N50.30.00.00 W014.00.00.00,000.000
288,ERAKA,FIX,N58.00.00.00 W010.00.00.00,000.000
289,ERDOG,FIX,N59.20.03.14 W001.25.03.64,000.000
290,ERDUV,FIX,N53.52.34.66 W004.10.08.23,000.000
291,ERGAB,FIX,N54.09.22.00 W002.23.12.00,000.000
292,ERGUM,FIX,N50.07.25.13 W001.44.49.66,000.000
293,ERING,FIX,N51.35.26.45 E001.36.43.00,000.000
294,ERKEX,FIX,N50.52.40.62 E001.19.36.96,000.000
295,ERKIT,FIX,N54.01.48.85 W000.49.48.85,000.000
296,ERLOT,FIX,N55.17.14.26 W000.35.05.84,000.000
297,ERNAN,FIX,N54.16.43.90 W007.23.33.97,000.000
298,ERSON,FIX,N56.27.47.58 W004.18.23.67,000.000
299,ESKDO,FIX,N55.17.56.00 W003.12.15.26,000.000
300,ESTRY,FIX,N53.39.52.07 W003.15.42.28,000.000
301,ETARI,FIX,N55.30.00.00 W015.00.00.00,000.000
302,ETIGA,FIX,N54.02.39.17 W004.47.26.67,000.000
303,ETILO,FIX,N57.30.00.00 W010.00.00.00,000.000
304,ETNAH,FIX,N51.41.26.45 W003.14.23.74,000.000
305,ETSOM,FIX,N57.53.31.02 W009.30.00.00,000.000
306,ETVAX,FIX,N50.58.06.99 E000.35.56.27,000.000
307,EVATA,FIX,N51.08.21.29 W000.45.57.52,000.000
308,EVBEV,FIX,N57.47.09.60 W007.40.41.24,000.000
309,EVEXU,FIX,N50.41.15.78 W000.34.40.86,000.000
310,EVKAL,FIX,N53.15.46.99 W000.26.37.21,000.000
311,EVMEK,FIX,N51.47.40.93 E001.12.17.66,000.000
312,EVNAL,FIX,N57.24.30.67 W009.30.00.00,000.000
313,EVNAS,FIX,N51.40.04.25 E000.26.38.37,000.000
314,EVRIN,FIX,N51.46.56.45 W006.33.47.61,000.000
315,EVSEM,FIX,N51.43.50.05 W001.27.45.14,000.000
316,EVSON,FIX,N53.21.27.00 W001.39.49.00,000.000
317,EVTAR,FIX,N55.27.51.18 W000.15.21.15,000.000
318,EVTES,FIX,N51.04.54.66 W001.12.57.07,000.000
319,EVTOL,FIX,N52.11.01.34 W005.31.14.02,000.000
320,EXARO,FIX,N51.00.03.26 W001.22.49.54,000.000
321,EXBUM,FIX,N51.48.29.61 W003.14.33.78,000.000
322,EXFOB,FIX,N50.27.00.00 E000.55.00.00,000.000
323,EXKIC,FIX,N50.44.53.02 W003.36.54.36,000.000
324,EXMOR,FIX,N51.10.42.76 W003.21.35.11,000.000
325,FACTU,FIX,N52.21.02.96 W002.17.13.23,000.000
326,FADZU,FIX,N51.52.56.10 W003.58.54.33,000.000
327,FANFE,FIX,N51.46.20.78 W003.52.48.88,000.000
328,FEBWI,FIX,N51.53.27.13 W003.13.20.42,000.000
329,FELCA,FIX,N51.49.30.86 W003.32.19.61,000.000
330,FENIK,FIX,N55.42.54.65 W004.17.30.91,000.000
331,FERIT,FIX,N51.37.59.23 E000.32.21.20,000.000
332,FIFAH,FIX,N51.52.48.51 W004.15.34.00,000.000
333,FIGZI,FIX,N51.57.34.77 W002.36.13.57,000.000
334,FIMCA,FIX,N50.16.48.49 W003.30.00.82,000.000
335,FINDO,FIX,N56.22.09.05 W003.27.48.80,000.000
336,FINMA,FIX,N51.59.47.21 W001.03.13.34,000.000
337,FITBO,FIX,N52.13.08.55 W002.24.12.55,000.000
338,FIZED,FIX,N53.34.44.87 W000.39.17.40,000.000
339,FONZU,FIX,N50.49.21.60 W003.53.58.82,000.000
340,FORTY,FIX,N57.57.00.26 E000.35.44.60,000.000
341,FOXLA,FIX,N52.01.57.13 W004.12.36.58,000.000
342,FOYLE,FIX,N56.08.34.13 W004.22.56.41,000.000
343,FRANE,FIX,N51.23.06.00 E000.37.39.40,000.000
344,FYNER,FIX,N56.02.56.12 W005.06.55.19,000.000
345,GAJIT,FIX,N51.20.40.02 W002.00.00.00,000.000
346,GANKI,FIX,N56.45.48.00 W002.58.08.00,000.000
347,GAPLI,FIX,N50.00.00.00 W008.00.00.00,000.000
348,GARMI,FIX,N50.00.00.00 W001.22.49.59,000.000
349,GARVA,FIX,N57.41.18.00 W004.29.41.35,000.000
350,GASBA,FIX,N51.50.10.40 E000.48.52.85,000.000
351,GASGU,FIX,N51.12.23.99 W000.57.36.02,000.000
352,GASKO,FIX,N54.13.28.97 W001.57.21.30,000.000
353,GAVEL,FIX,N59.23.00.00 W001.24.21.67,000.000
354,GELPO,FIX,N48.38.39.06 W009.30.09.45,000.000
355,GETNO,FIX,N53.55.47.97 W003.29.47.06,000.000
356,GIBSO,FIX,N50.44.59.08 W002.31.07.33,000.000
357,GIBSU,FIX,N56.45.47.28 E003.16.10.15,000.000
358,GIGTO,FIX,N53.38.01.06 W004.05.50.62,000.000
359,GIGUL,FIX,N54.36.26.27 E003.10.09.89,000.000
360,GILDA,FIX,N51.36.05.68 E000.35.01.04,000.000
361,GILTI,FIX,N51.34.13.01 E002.03.18.17,000.000
362,GINGA,FIX,N56.55.30.15 W009.30.00.00,000.000
363,GINIS,FIX,N53.27.38.95 W004.51.28.61,000.000
364,GIPER,FIX,N51.00.00.00 W012.00.00.00,000.000
365,GIPLO,FIX,N53.31.31.00 W000.47.23.00,000.000
366,GIRLI,FIX,N54.42.40.51 W001.48.11.49,000.000
367,GIRVA,FIX,N55.11.07.99 W004.53.46.67,000.000
368,GISOK,FIX,N51.30.08.62 W005.07.27.62,000.000
369,GITUS,FIX,N50.20.00.14 W005.41.59.89,000.000
370,GIVEM,FIX,N55.27.53.52 E000.14.52.78,000.000
371,GIVPO,FIX,N53.17.09.77 E002.52.09.02,000.000
372,GIVUN,FIX,N50.43.58.45 W000.48.03.14,000.000
373,GLESK,FIX,N56.54.00.00 W002.47.45.28,000.000
374,GOBNU,FIX,N51.20.52.92 W001.06.25.12,000.000
375,GODLU,FIX,N51.09.58.44 E001.17.04.26,000.000
376,GODOS,FIX,N53.14.56.55 E003.25.46.79,000.000
377,GODPA,FIX,N52.59.00.00 W003.10.01.00,000.000
378,GOGSI,FIX,N51.17.27.16 W001.00.02.31,000.000
379,GOKTU,FIX,N50.15.04.87 W001.22.44.57,000.000
380,GOLES,FIX,N53.36.29.08 W001.05.00.37,000.000
381,GOLVO,FIX,N54.24.40.69 E003.35.07.52,000.000
382,GOMOT,FIX,N55.55.09.60 W000.32.39.12,000.000
383,GOMUP,FIX,N57.00.00.00 W010.00.00.00,000.000
384,GONAN,FIX,N45.00.00.00 W014.00.00.00,000.000
385,GOREV,FIX,N56.03.12.00 E005.00.00.00,000.000
386,GOSAM,FIX,N55.47.19.18 W004.12.02.10,000.000
387,GOTGO,FIX,N55.25.06.55 E002.08.50.44,000.000
388,GOTNA,FIX,N54.35.41.43 W005.35.52.85,000.000
389,GOXUL,FIX,N51.21.32.02 W000.10.33.49,000.000
390,GRICE,FIX,N56.11.48.00 W003.41.07.79,000.000
391,GROVE,FIX,N52.23.37.76 W001.55.43.72,000.000
392,GUNPA,FIX,N61.00.00.00 E000.00.00.00,000.000
393,GUNSO,FIX,N49.03.10.00 W011.46.06.00,000.000
394,GUNTU,FIX,N53.35.37.40 W003.09.53.64,000.000
395,GUSSI,FIX,N57.12.46.93 W004.07.26.86,000.000
396,HABCI,FIX,N51.14.01.12 E000.16.44.96,000.000
397,HALIF,FIX,N53.44.06.31 W001.34.50.10,000.000
398,HANKY,FIX,N51.06.45.98 W001.07.51.00,000.000
399,HARDY,FIX,N50.28.15.75 E000.29.28.04,000.000
400,HASTY,FIX,N50.43.42.46 E000.32.00.37,000.000
401,HAVEN,FIX,N55.27.40.00 W002.59.46.67,000.000
402,HAWFA,FIX,N51.32.08.71 W002.38.12.55,000.000
403,HAWKE,FIX,N50.22.26.57 E000.05.24.77,000.000
404,HAZEL,FIX,N51.00.19.03 W000.59.04.06,000.000
405,HEKXA,FIX,N51.31.03.61 W001.20.26.55,000.000
406,HEMEL,FIX,N51.48.20.00 W000.25.09.78,000.000
407,HERON,FIX,N55.20.35.29 W005.00.00.00,000.000
408,HILLY,FIX,N51.20.06.04 E000.14.37.38,000.000
409,HOLLY,FIX,N50.53.12.18 W000.05.42.23,000.000
410,HOTXI,FIX,N51.15.06.35 W002.00.00.00,000.000
411,IBGON,FIX,N51.00.47.24 W000.47.58.48,000.000
412,IBNID,FIX,N50.31.43.71 W001.47.08.46,000.000
413,IBOLU,FIX,N56.23.10.00 W003.08.03.00,000.000
414,IBRAR,FIX,N53.31.54.28 W003.41.10.87,000.000
