,name,type,coords,freq
415,IBROD,FIX,N56.30.00.00 W010.00.00.00,000.000
416,IBTES,FIX,N54.26.25.20 W005.03.15.12,000.000
417,ICCIN,FIX,N51.39.36.80 W002.44.58.74,000.000
418,ICOSA,FIX,N51.37.48.09 W003.52.10.14,000.000
419,ICTAM,FIX,N51.31.37.37 W001.09.48.12,000.000
420,IDESI,FIX,N51.53.51.74 E001.53.08.08,000.000
421,IDEXA,FIX,N53.28.14.00 W005.09.51.00,000.000
422,IDGAS,FIX,N54.14.22.81 W004.33.29.47,000.000
423,IDITU,FIX,N51.32.24.79 E000.58.37.35,000.000
424,IDKOL,FIX,N54.05.43.00 W001.59.45.00,000.000
425,ILLOC,FIX,N51.55.17.20 E000.10.56.60,000.000
426,ILZIC,FIX,N50.35.18.71 W003.38.44.20,000.000
427,IMVUR,FIX,N51.10.28.90 W000.31.56.40,000.000
428,INBAS,FIX,N56.42.00.00 W004.14.59.11,000.000
429,INBOB,FIX,N55.36.24.86 E005.00.00.00,000.000
430,INDOX,FIX,N51.18.39.55 W001.01.14.04,000.000
431,INFEC,FIX,N51.32.37.73 W004.11.30.99,000.000
432,INFUS,FIX,N51.57.25.85 W003.12.21.35,000.000
433,INGUR,FIX,N51.42.41.67 W002.51.36.75,000.000
434,INKEK,FIX,N50.38.53.00 W000.32.09.00,000.000
435,INKOB,FIX,N53.52.16.19 W004.24.14.43,000.000
436,INLIM,FIX,N51.54.22.98 E001.19.12.90,000.000
437,INNUF,FIX,N59.07.05.41 W008.02.34.75,000.000
438,INPIP,FIX,N54.52.35.54 W002.53.46.10,000.000
439,INPUT,FIX,N55.18.18.30 E004.39.05.37,000.000
440,INREV,FIX,N55.08.57.44 W003.05.39.46,000.000
441,INVON,FIX,N55.27.02.19 W002.18.35.87,000.000
442,IPDOR,FIX,N55.22.39.00 W003.15.45.00,000.000
443,IPKUS,FIX,N51.31.52.43 E000.23.18.58,000.000
444,IPNOX,FIX,N54.13.40.00 W002.42.22.00,000.000
445,IPRIL,FIX,N51.40.28.81 W000.13.35.35,000.000
446,IPSAD,FIX,N55.21.45.00 W002.41.14.00,000.000
447,IPSET,FIX,N54.31.05.63 W005.27.08.92,000.000
448,IPSIR,FIX,N54.04.54.00 W001.56.57.00,000.000
449,IRKUM,FIX,N52.59.47.90 W005.22.39.45,000.000
450,IRKUN,FIX,N50.55.16.00 E001.28.00.00,000.000
451,ITSUX,FIX,N56.02.59.94 E003.30.00.00,000.000
452,ITVIP,FIX,N51.17.13.75 E001.03.12.30,000.000
453,IVLOD,FIX,N53.07.46.00 W003.09.19.00,000.000
454,IXURA,FIX,N52.04.05.00 W001.25.40.00,000.000
455,IZLAW,FIX,N51.03.25.45 W003.22.51.31,000.000
456,JACKO,FIX,N51.44.08.65 E001.25.36.00,000.000
457,JETZI,FIX,N51.30.27.09 W003.52.11.94,000.000
458,JOZMA,FIX,N50.37.38.14 W003.56.35.42,000.000
459,JUMZI,FIX,N52.19.43.58 W000.24.30.31,000.000
460,KAMJU,FIX,N52.34.50.15 W002.31.50.54,000.000
461,KAPEX,FIX,N50.40.29.70 W001.50.59.80,000.000
462,KARNO,FIX,N52.53.39.55 W002.53.54.05,000.000
463,KATHY,FIX,N50.31.13.59 W001.20.00.23,000.000
464,KAWGE,FIX,N52.02.27.50 W005.32.42.80,000.000
465,KEGUN,FIX,N53.11.32.90 W003.09.01.35,000.000
466,KELLY,FIX,N53.54.19.47 W004.21.50.52,000.000
467,KEMPY,FIX,N52.07.38.51 E000.38.45.57,000.000
468,KENET,FIX,N51.31.13.63 W001.27.18.00,000.000
469,KEPAD,FIX,N52.48.35.41 W002.28.44.28,000.000
470,KESEG,FIX,N60.00.58.00 W006.00.56.00,000.000
471,KESIX,FIX,N56.57.00.00 W014.00.00.00,000.000
472,KIDLI,FIX,N51.46.17.00 W001.21.40.87,000.000
473,KIPWI,FIX,N52.07.57.35 W003.10.41.87,000.000
474,KISWO,FIX,N52.37.27.16 W003.08.24.49,000.000
475,KITFE,FIX,N51.44.07.29 W002.07.15.54,000.000
476,KLAKI,FIX,N50.22.16.59 W003.07.54.14,000.000
477,KLONN,FIX,N58.23.24.44 E002.49.44.12,000.000
478,KOBBI,FIX,N51.41.13.77 W000.09.18.34,000.000
479,KOGAD,FIX,N49.30.00.00 W015.00.00.00,000.000
480,KOKAL,FIX,N58.57.34.82 W002.53.38.21,000.000
481,KOKIB,FIX,N54.30.00.00 W014.00.00.00,000.000
482,KOLAG,FIX,N53.02.36.62 E003.15.17.67,000.000
483,KOLID,FIX,N53.34.25.70 W002.45.20.23,000.000
484,KONAN,FIX,N51.07.50.75 E002.00.00.00,000.000
485,KOPUL,FIX,N51.32.31.76 E001.08.13.84,000.000
486,KORXA,FIX,N51.42.14.41 W004.47.18.68,000.000
487,KOTEM,FIX,N50.00.00.00 W001.03.13.83,000.000
488,KRAGY,FIX,N52.07.10.73 W004.56.55.16,000.000
489,KUBAX,FIX,N52.56.33.93 E002.57.13.20,000.000
490,KUGUR,FIX,N55.30.00.00 W010.00.00.00,000.000
491,KUKIS,FIX,N51.41.56.23 W003.04.36.53,000.000
492,KUMIL,FIX,N50.34.31.39 W001.36.38.81,000.000
493,KUNAV,FIX,N50.30.54.00 E001.03.56.00,000.000
494,KUVOX,FIX,N58.04.58.86 W007.36.23.54,000.000
495,KUXEM,FIX,N53.15.11.07 W002.40.46.76,000.000
496,LAGAV,FIX,N56.53.35.12 W004.12.10.37,000.000
497,LAKEY,FIX,N54.14.20.00 W002.58.52.38,000.000
498,LAMIX,FIX,N53.18.28.66 W000.40.55.52,000.000
499,LAMMA,FIX,N55.51.30.00 W002.46.03.39,000.000
500,LAMRO,FIX,N57.01.51.49 E003.33.09.09,000.000
501,LAMSO,FIX,N52.43.58.43 E002.59.39.68,000.000
502,LANAK,FIX,N55.42.00.87 W003.56.18.64,000.000
503,LANON,FIX,N52.25.51.90 W004.22.20.94,000.000
504,LANPI,FIX,N52.11.15.07 W005.23.29.75,000.000
505,LANVA,FIX,N53.43.47.86 W004.26.37.51,000.000
506,LAPRA,FIX,N52.07.07.18 E001.12.36.45,000.000
507,LARCK,FIX,N50.54.41.83 E000.26.47.93,000.000
508,LARDI,FIX,N53.36.16.09 E003.30.57.16,000.000
509,LARGA,FIX,N54.51.49.54 E004.09.11.97,000.000
510,LARLA,FIX,N49.22.41.13 W007.07.15.22,000.000
511,LASNO,FIX,N48.35.54.00 W009.00.00.00,000.000
512,LATMU,FIX,N53.15.25.00 E002.05.22.00,000.000
513,LAVRI,FIX,N51.15.49.00 E000.34.49.00,000.000
514,LEDBO,FIX,N52.32.35.09 E002.06.07.51,000.000
515,LEDGO,FIX,N51.14.23.78 W007.34.04.65,000.000
516,LEGRO,FIX,N53.19.34.86 E001.30.45.89,000.000
517,LEKCI,FIX,N51.34.40.46 W002.53.14.66,000.000
518,LELDO,FIX,N53.42.59.53 W004.05.07.00,000.000
519,LELNA,FIX,N49.58.56.80 W002.06.23.42,000.000
520,LEMGU,FIX,N52.24.21.56 W005.22.36.38,000.000
521,LESLU,FIX,N51.00.00.00 W008.00.00.00,000.000
522,LESNI,FIX,N57.32.33.14 W001.16.22.40,000.000
523,LESRA,FIX,N55.23.07.98 E005.00.00.00,000.000
524,LESTA,FIX,N52.44.27.09 W001.04.19.42,000.000
525,LIBBA,FIX,N55.43.26.21 W003.44.43.21,000.000
526,LIBSO,FIX,N53.31.29.33 E000.05.36.32,000.000
527,LIFFY,FIX,N53.28.48.28 W005.30.00.00,000.000
528,LIFOX,FIX,N49.52.20.46 W003.10.22.75,000.000
529,LIMKA,FIX,N54.30.26.50 W005.13.11.22,000.000
530,LINDY,FIX,N51.28.14.12 W001.02.57.19,000.000
531,LIPGO,FIX,N53.03.50.13 W005.30.00.00,000.000
532,LISBO,FIX,N54.31.30.00 W006.05.24.10,000.000
533,LISTO,FIX,N53.08.35.93 W002.11.56.54,000.000
534,LIVSU,FIX,N51.41.48.74 E000.50.57.72,000.000
535,LIZAD,FIX,N49.35.25.24 W004.19.48.55,000.000
536,LOFFO,FIX,N51.50.12.00 E000.35.56.37,000.000
537,LOGAN,FIX,N51.44.51.32 E001.36.42.58,000.000
538,LOMON,FIX,N56.03.45.57 W004.34.47.86,000.000
539,LOMVO,FIX,N53.16.15.87 W005.10.45.82,000.000
540,LONAM,FIX,N53.50.22.32 E003.56.33.03,000.000
541,LOREL,FIX,N52.00.50.20 W000.03.09.52,000.000
542,LORKU,FIX,N49.56.18.10 W002.22.15.64,000.000
543,LORTA,FIX,N55.31.45.72 W003.56.30.83,000.000
544,LOVEL,FIX,N53.15.06.00 W002.16.27.98,000.000
545,LUCCO,FIX,N55.20.48.54 W004.33.41.11,000.000
546,LUCSA,FIX,N52.37.06.60 W002.56.56.18,000.000
547,LUFMA,FIX,N51.04.48.01 W003.14.38.16,000.000
548,LUGIS,FIX,N50.00.00.00 W000.52.20.10,000.000
549,LULOX,FIX,N50.22.00.00 W008.00.00.00,000.000
550,LUSEN,FIX,N60.30.00.00 W010.00.00.00,000.000
551,LUSIV,FIX,N55.40.01.54 W004.14.40.50,000.000
552,LUSOD,FIX,N53.56.22.70 W004.19.26.37,000.000
553,LUTIP,FIX,N53.15.21.89 W004.44.15.59,000.000
554,LUTOV,FIX,N55.14.21.66 W010.00.00.00,000.000
555,LUXIV,FIX,N51.05.10.63 W000.46.57.06,000.000
556,LUXTO,FIX,N52.08.30.66 W002.03.38.38,000.000
557,LYNAS,FIX,N53.26.33.02 W004.20.00.00,000.000
558,MADAD,FIX,N55.54.47.35 W001.44.02.48,000.000
559,MAGEE,FIX,N54.47.29.53 W005.36.30.02,000.000
560,MAKUX,FIX,N53.58.29.90 W004.52.27.89,000.000
561,MALUD,FIX,N53.24.48.17 W003.36.30.30,000.000
562,MAMUL,FIX,N53.25.05.20 W001.16.48.45,000.000
563,MANGO,FIX,N51.41.33.88 E000.47.25.58,000.000
564,MANIG,FIX,N49.47.07.01 W003.15.33.72,000.000
565,MARUK,FIX,N50.14.46.56 W002.04.20.41,000.000
566,MASOP,FIX,N54.09.21.02 W004.21.15.26,000.000
567,MATCH,FIX,N51.46.45.20 E000.15.00.00,000.000
568,MATIK,FIX,N61.00.00.00 W008.04.00.00,000.000
569,MATUT,FIX,N54.10.17.23 W004.38.21.89,000.000
570,MAVET,FIX,N54.02.57.00 W003.31.04.00,000.000
571,MAXIT,FIX,N51.14.59.08 W000.33.42.83,000.000
572,MAYLA,FIX,N51.37.40.76 E000.43.11.80,000.000
573,MEDOG,FIX,N51.57.01.32 W003.32.57.83,000.000
574,MEGEL,FIX,N52.20.57.94 E002.04.25.20,000.000
575,MEZRE,FIX,N50.02.00.00 W000.12.00.00,000.000
576,MIDJO,FIX,N52.47.54.42 W002.48.27.24,000.000
577,MIMFO,FIX,N51.13.58.23 E000.29.30.43,000.000
578,MIMKU,FIX,N56.00.00.00 W010.00.00.00,000.000
579,MIMVA,FIX,N53.06.03.21 E003.18.12.63,000.000
580,MIPVO,FIX,N52.13.29.00 E001.36.09.00,000.000
581,MIRSI,FIX,N53.32.16.69 W002.42.42.16,000.000
582,MITSO,FIX,N53.39.06.86 W000.53.37.75,000.000
583,MIVLA,FIX,N50.46.30.00 W001.15.58.02,000.000
584,MOCHA,FIX,N59.32.55.50 W001.21.59.47,000.000
585,MOCQO,FIX,N52.27.48.08 W003.20.37.20,000.000
586,MODGO,FIX,N60.26.42.86 W007.39.55.20,000.000
587,MODMI,FIX,N51.14.00.99 W000.29.09.99,000.000
588,MOFWE,FIX,N52.48.39.37 W003.13.23.42,000.000
589,MOGLI,FIX,N52.18.30.00 W000.16.08.63,000.000
590,MOGLO,FIX,N55.30.00.00 W014.00.00.00,000.000
591,MOGMO,FIX,N53.24.43.00 W001.12.51.00,000.000
592,MOGTA,FIX,N53.10.08.00 W002.38.10.00,000.000
593,MOKBU,FIX,N51.16.10.10 E001.29.13.78,000.000
594,MOLAK,FIX,N54.36.48.90 W009.30.22.73,000.000
595,MOLIX,FIX,N52.49.19.21 E003.04.07.22,000.000
596,MONAV,FIX,N58.23.06.02 W001.38.11.02,000.000
597,MONTY,FIX,N52.53.34.00 W003.10.26.44,000.000
598,MOPAT,FIX,N51.29.55.20 W007.05.37.23,000.000
599,MORAG,FIX,N52.45.10.00 W005.30.00.00,000.000
600,MOREZ,FIX,N51.12.33.91 W000.29.48.60,000.000
601,MOSUN,FIX,N51.53.37.69 W002.26.10.09,000.000
602,MOTOX,FIX,N50.57.27.52 E001.28.00.00,000.000
603,MOVEN,FIX,N52.03.42.81 W001.48.46.72,000.000
604,MUCTE,FIX,N52.10.31.13 E001.12.25.43,000.000
605,MULYM,FIX,N51.49.17.14 W002.46.57.01,000.000
606,NAKID,FIX,N49.42.54.09 W004.37.22.57,000.000
607,NALAN,FIX,N61.00.00.00 W006.00.00.00,000.000
608,NALAX,FIX,N53.28.59.89 E000.24.05.94,000.000
609,NANEV,FIX,N57.34.28.67 W002.27.13.91,000.000
610,NANTI,FIX,N53.08.14.54 W002.34.00.51,000.000
611,NANUM,FIX,N52.01.34.97 W001.37.47.00,000.000
612,NAPEX,FIX,N53.12.22.64 W000.51.39.78,000.000
613,NATEB,FIX,N55.02.18.41 W001.41.54.13,000.000
614,NATKO,FIX,N53.27.11.99 W004.38.06.92,000.000
615,NAVEL,FIX,N55.35.13.43 E000.50.30.70,000.000
616,NAVPI,FIX,N52.32.49.58 E002.50.25.80,000.000
617,NAVSO,FIX,N55.13.22.02 W003.48.48.63,000.000
618,NAXAT,FIX,N51.47.21.00 W001.57.56.00,000.000
619,NAXIL,FIX,N56.57.24.00 W002.43.26.00,000.000
620,NEDEX,FIX,N51.52.37.17 W001.28.19.67,000.000
621,NEDUL,FIX,N50.39.58.00 W001.32.51.86,000.000
622,NELBO,FIX,N54.29.24.15 W005.18.10.39,000.000
623,NELKO,FIX,N50.42.14.18 W000.57.17.79,000.000
624,NELSA,FIX,N53.51.48.00 W002.11.05.27,000.000
625,NEPNA,FIX,N51.29.58.33 E000.26.56.55,000.000
626,NERTU,FIX,N49.00.00.00 W014.00.00.00,000.000
627,NESDI,FIX,N57.07.18.00 W004.08.48.32,000.000
628,NETKI,FIX,N55.00.00.00 W014.00.00.00,000.000
629,NETVU,FIX,N50.24.45.00 E000.28.54.00,000.000
630,NEVIL,FIX,N50.00.00.00 W000.22.05.64,000.000
631,NEVIS,FIX,N56.41.43.27 W004.32.40.70,000.000
632,NEVRI,FIX,N54.04.06.03 W006.16.11.42,000.000
633,NEXUS,FIX,N56.12.43.34 W001.50.40.99,000.000
634,NIBDA,FIX,N51.00.52.20 W000.55.01.48,000.000
635,NIBOG,FIX,N55.00.00.00 W010.00.00.00,000.000
636,NICXI,FIX,N52.00.46.40 W005.03.17.78,000.000
637,NIDGO,FIX,N50.56.57.98 W000.46.07.77,000.000
638,NIGIT,FIX,N51.18.46.96 W001.10.14.71,000.000
639,NILAV,FIX,N45.00.00.00 W013.25.00.00,000.000
640,NILON,FIX,N51.35.46.46 E000.38.03.93,000.000
641,NIMAT,FIX,N53.57.54.10 W005.44.31.75,000.000
642,NINEB,FIX,N54.03.44.27 W004.07.41.84,000.000
643,NINEX,FIX,N58.51.19.55 W009.30.00.00,000.000
644,NIPIT,FIX,N54.27.09.29 W008.24.09.78,000.000
645,NIRIF,FIX,N52.17.55.87 W005.34.04.33,000.000
646,NISBI,FIX,N53.21.29.00 W000.39.21.00,000.000
647,NISKA,FIX,N54.15.00.00 W002.30.33.35,000.000
648,NIVKO,FIX,N50.56.05.77 E000.32.27.54,000.000
649,NIVUN,FIX,N57.34.11.91 E004.08.12.72,000.000
650,NOBDO,FIX,N55.04.53.28 E002.47.47.63,000.000
651,NOCAD,FIX,N53.58.36.63 W004.59.13.06,000.000
652,NOKIN,FIX,N53.04.36.00 W002.52.58.25,000.000
653,NOMSU,FIX,N53.28.06.04 W003.26.03.79,000.000
654,NONVA,FIX,N51.38.46.45 E001.21.44.31,000.000
655,NOPKI,FIX,N54.05.15.93 W004.26.08.29,000.000
656,NORBO,FIX,N55.35.45.36 W004.45.43.46,000.000
657,NORLA,FIX,N51.37.08.84 W006.52.11.29,000.000
658,NORRY,FIX,N51.28.47.11 W001.07.24.13,000.000
659,NOSLO,FIX,N53.22.53.72 W003.38.41.89,000.000
660,NOTGI,FIX,N50.35.10.14 W000.25.02.94,000.000
661,NOVBA,FIX,N56.12.00.00 W003.10.51.00,000.000
662,NOVMA,FIX,N51.02.11.79 W000.45.14.92,000.000
663,NOZHU,FIX,N49.41.41.05 W003.45.52.48,000.000
664,NUBRI,FIX,N51.20.16.68 W001.13.55.99,000.000
665,NUCHU,FIX,N51.28.08.10 W001.40.35.43,000.000
666,NUDNA,FIX,N52.03.54.90 E000.50.16.56,000.000
667,NUGBO,FIX,N51.58.21.96 W000.04.12.09,000.000
668,NUGRA,FIX,N53.01.46.43 W002.18.13.52,000.000
669,NULGU,FIX,N50.52.16.60 W001.59.39.01,000.000
670,NUMPI,FIX,N54.08.40.17 W005.35.36.26,000.000
671,OBOXA,FIX,N54.10.35.55 W001.54.20.13,000.000
672,OBUBA,FIX,N57.46.40.41 W007.33.19.04,000.000
673,OBUNI,FIX,N53.54.40.00 W002.44.33.00,000.000
674,OCTIZ,FIX,N51.24.25.86 W002.27.53.73,000.000
675,ODIGI,FIX,N55.11.44.28 W003.25.39.03,000.000
676,ODMIX,FIX,N56.58.12.06 E001.28.02.95,000.000
677,ODMOS,FIX,N54.45.26.32 E003.02.52.23,000.000
678,ODNEK,FIX,N53.34.37.20 W000.18.13.05,000.000
679,ODPEX,FIX,N59.24.35.66 W009.30.00.00,000.000
680,ODREP,FIX,N50.00.00.00 W001.30.07.46,000.000
681,ODROB,FIX,N51.39.15.11 E001.54.45.17,000.000
682,ODUKU,FIX,N51.35.31.78 E000.17.15.47,000.000
683,ODVIK,FIX,N51.09.57.40 E000.29.09.33,000.000
684,ODVOD,FIX,N52.07.55.98 E000.08.52.98,000.000
685,OFJES,FIX,N52.13.02.03 E000.39.29.77,000.000
686,OFSOX,FIX,N52.01.45.18 W005.11.43.62,000.000
687,OGLUN,FIX,N51.28.44.40 W003.37.21.36,000.000
688,OGTAW,FIX,N52.48.07.11 W002.55.12.39,000.000
689,OGTUG,FIX,N53.40.12.00 W005.08.50.00,000.000
690,OKNOB,FIX,N55.21.44.78 W004.49.42.12,000.000
691,OKPAL,FIX,N56.49.21.00 W002.04.35.00,000.000
692,OKSAW,FIX,N51.42.15.31 W001.41.08.54,000.000
693,OKTAD,FIX,N51.49.04.47 W002.32.46.30,000.000
694,OKVAP,FIX,N50.57.48.96 E001.19.55.98,000.000
695,OLGUD,FIX,N50.43.56.27 W001.31.21.75,000.000
696,OLNEY,FIX,N52.07.40.22 W000.44.03.32,000.000
697,OLPOP,FIX,N54.05.32.00 W002.32.08.00,000.000
698,OMOKO,FIX,N48.50.20.30 W012.00.00.00,000.000
699,ORIST,FIX,N50.00.00.00 W001.50.42.00,000.000
700,ORSUM,FIX,N57.03.07.47 W005.17.41.00,000.000
701,ORTAC,FIX,N49.59.57.02 W002.00.18.02,000.000
702,ORTAV,FIX,N59.30.00.00 W010.00.00.00,000.000
703,ORVIK,FIX,N59.38.17.75 E000.40.08.65,000.000
704,ORVUL,FIX,N55.10.38.52 W004.10.07.02,000.000
705,OSBON,FIX,N61.00.00.00 W005.00.00.00,000.000
706,OSBOX,FIX,N56.48.23.00 W012.48.06.00,000.000
707,OSDEB,FIX,N50.56.54.53 E000.24.47.85,000.000
708,OSKOT,FIX,N52.20.29.96 W002.03.30.27,000.000
709,OSLEL,FIX,N57.28.58.48 W001.31.58.07,000.000
710,OSMEG,FIX,N55.08.26.00 W004.06.03.00,000.000
711,OSNUG,FIX,N50.53.36.26 W002.00.13.95,000.000
712,OSPOL,FIX,N50.09.00.00 W000.11.07.84,000.000
713,OSSEP,FIX,N52.03.17.32 W002.48.20.85,000.000
714,OSWEZ,FIX,N52.48.32.27 W003.09.15.07,000.000
715,OTBED,FIX,N53.17.16.71 E000.01.54.61,000.000
716,OTBUN,FIX,N55.16.50.10 W002.26.00.00,000.000
717,OTLAB,FIX,N55.24.36.05 E001.32.45.59,000.000
718,OTMET,FIX,N50.40.55.06 W002.30.53.37,000.000
719,OTSID,FIX,N51.10.22.54 W000.13.51.01,000.000
720,OVDAN,FIX,N57.53.20.66 E000.18.18.06,000.000
721,OVFOX,FIX,N51.16.58.25 W006.25.53.43,000.000
722,OXCUD,FIX,N51.54.23.03 W002.49.06.11,000.000
723,OXDUF,FIX,N52.06.36.20 E000.19.00.00,000.000
724,OXLOW,FIX,N51.01.54.80 W002.00.00.00,000.000
725,OZBOC,FIX,N52.15.23.66 W002.11.04.56,000.000
726,OZZIL,FIX,N51.38.21.34 W002.25.49.17,000.000
727,OZZOT,FIX,N51.40.28.93 W000.09.52.93,000.000
728,PAAVO,FIX,N51.51.49.03 E000.51.15.76,000.000
729,PACSE,FIX,N51.22.26.78 W003.06.50.70,000.000
730,PAVLO,FIX,N50.56.04.77 W005.53.44.28,000.000
731,PAWDE,FIX,N51.14.53.21 E000.02.16.94,000.000
732,PEDIG,FIX,N52.44.47.59 W001.43.09.97,000.000
733,PEGZA,FIX,N51.37.30.55 W003.06.09.50,000.000
734,PELET,FIX,N54.39.12.33 E003.25.51.54,000.000
735,PEMOB,FIX,N52.08.37.77 W005.09.41.13,000.000
736,PEMOS,FIX,N61.00.00.00 W004.00.00.00,000.000
737,PENIL,FIX,N53.36.57.47 W003.39.48.72,000.000
738,PENUN,FIX,N57.06.35.65 E004.50.10.79,000.000
739,PENUX,FIX,N51.06.32.00 E000.34.12.00,000.000
740,PENWU,FIX,N51.46.30.59 W004.35.10.52,000.000
741,PEPEG,FIX,N54.01.06.49 W004.31.05.30,000.000
742,PEPIN,FIX,N59.59.31.24 E000.00.54.01,000.000
743,PEPIS,FIX,N51.11.47.95 W001.14.37.22,000.000
744,PEPOD,FIX,N54.16.16.31 W005.34.09.26,000.000
745,PEPUL,FIX,N52.16.03.00 W001.53.14.37,000.000
746,PEPZE,FIX,N52.37.46.62 W003.19.52.98,000.000
747,PERUP,FIX,N51.42.33.95 W002.56.32.40,000.000
748,PETIL,FIX,N55.56.19.93 E005.00.00.00,000.000
749,PETOX,FIX,N57.33.33.00 W001.49.02.00,000.000
750,PEWBI,FIX,N51.18.51.01 W005.01.46.28,000.000
751,PIBUX,FIX,N51.34.58.88 E001.46.57.42,000.000
752,PIGOT,FIX,N52.29.42.57 W001.04.07.08,000.000
753,PIKIL,FIX,N56.00.00.00 W015.00.00.00,000.000
754,PILIP,FIX,N50.20.03.05 W001.00.26.13,000.000
755,PIPAR,FIX,N56.07.00.00 W003.12.05.74,000.000
756,PIPEM,FIX,N58.09.22.55 W003.44.18.86,000.000
757,PIPIN,FIX,N52.36.36.06 W000.56.30.04,000.000
758,PIXAM,FIX,N52.04.47.00 E001.56.50.00,000.000
759,PIXUP,FIX,N52.01.51.00 W001.06.40.00,000.000
760,POMAX,FIX,N51.31.37.63 W002.04.52.42,000.000
761,POTON,FIX,N52.05.04.32 W000.25.37.78,000.000
762,PUFAX,FIX,N52.18.52.01 W001.20.42.20,000.000
763,QUSHI,FIX,N53.06.29.30 W001.46.29.41,000.000
764,RAMID,FIX,N52.57.27.79 E002.30.00.00,000.000
765,RAMOX,FIX,N53.39.36.72 W004.50.22.41,000.000
766,RAPIX,FIX,N51.26.38.39 E002.00.00.00,000.000
767,RAPUM,FIX,N54.55.18.28 W001.52.58.08,000.000
768,RATKA,FIX,N49.30.00.00 W008.00.00.00,000.000
769,RATLO,FIX,N51.59.29.13 E001.40.55.18,000.000
770,RATPU,FIX,N56.55.32.00 W002.06.59.00,000.000
771,RATSU,FIX,N61.00.00.00 W010.00.00.00,000.000
772,RAVDI,FIX,N59.29.57.26 W001.22.42.18,000.000
773,RAVLO,FIX,N52.55.01.21 E003.08.53.81,000.000
774,REDFA,FIX,N52.06.52.75 E002.29.16.81,000.000
775,REFQI,FIX,N51.28.46.15 W001.28.04.33,000.000
776,REGSI,FIX,N52.51.18.97 E000.01.51.04,000.000
777,REKNA,FIX,N56.10.29.10 E003.30.00.00,000.000
778,REMSI,FIX,N53.57.36.81 W003.49.31.80,000.000
779,RENEQ,FIX,N54.14.24.84 E004.17.59.87,000.000
780,RESNO,FIX,N55.00.00.00 W015.00.00.00,000.000
781,RETSI,FIX,N52.30.42.42 W002.52.32.93,000.000
782,REXAM,FIX,N53.04.00.00 W003.09.37.21,000.000
783,RIBEL,FIX,N54.00.58.00 W002.17.22.76,000.000
784,RIGVU,FIX,N58.47.35.84 E002.09.17.84,000.000
785,RIMOL,FIX,N57.32.33.45 W004.02.29.55,000.000
786,RIMTO,FIX,N53.43.03.25 W001.25.58.78,000.000
787,RIMUP,FIX,N50.51.49.08 W000.43.39.11,000.000
788,RIMVU,FIX,N53.45.11.14 W005.08.24.68,000.000
789,RINGA,FIX,N54.23.54.44 W005.34.15.66,000.000
790,RINIS,FIX,N51.54.29.66 E002.19.20.82,000.000
791,RINTI,FIX,N51.01.58.33 E001.36.55.91,000.000
792,RIPNO,FIX,N54.56.32.00 W003.44.15.00,000.000
793,RISDU,FIX,N57.36.31.42 W001.48.23.78,000.000
794,RISIN,FIX,N51.41.39.05 W001.26.27.64,000.000
795,RISLA,FIX,N53.01.51.39 W002.53.12.29,000.000
796,RITSI,FIX,N55.42.09.36 W001.39.25.50,000.000
797,RIVOT,FIX,N56.24.28.71 E000.46.37.49,000.000
798,RIXUN,FIX,N61.00.00.00 W003.00.00.00,000.000
799,ROBBO,FIX,N55.53.22.96 W004.54.36.56,000.000
800,ROBEM,FIX,N55.27.33.36 W001.01.13.69,000.000
801,ROBOP,FIX,N54.27.08.56 W005.20.05.35,000.000
802,RODEL,FIX,N50.30.00.00 W015.00.00.00,000.000
803,RODNI,FIX,N51.42.56.50 W000.51.41.83,000.000
804,RODOL,FIX,N53.14.17.00 W001.51.43.00,000.000
805,RODSI,FIX,N54.47.55.62 E002.53.35.05,000.000
806,ROGAG,FIX,N53.14.05.79 W000.17.45.46,000.000
807,ROGBI,FIX,N52.17.46.63 W001.20.06.37,000.000
808,ROKAN,FIX,N53.39.47.50 E003.11.19.84,000.000
809,ROKKE,FIX,N51.04.11.95 E000.02.41.82,000.000
810,ROKSI,FIX,N50.30.12.62 W002.12.51.28,000.000
811,ROKUP,FIX,N53.01.02.13 W001.30.57.29,000.000
812,ROLEX,FIX,N53.25.42.14 W003.58.03.85,000.000
813,ROLUM,FIX,N54.18.19.85 E003.18.31.29,000.000
814,ROPAL,FIX,N55.08.16.53 E003.56.42.67,000.000
815,ROPMU,FIX,N52.06.14.46 E000.29.17.16,000.000
816,ROSUN,FIX,N53.40.08.09 W002.20.57.26,000.000
817,ROTEV,FIX,N54.01.43.72 W006.03.58.39,000.000
818,ROTNO,FIX,N50.51.26.07 E000.46.41.20,000.000
819,ROVLA,FIX,N55.23.38.18 W004.28.24.96,000.000
820,ROVNI,FIX,N53.53.13.00 E000.39.01.00,000.000
821,ROXAT,FIX,N53.24.49.03 E003.00.00.00,000.000
822,ROXOG,FIX,N50.15.58.29 W001.33.44.41,000.000
823,RUBEX,FIX,N55.19.12.14 W006.56.07.21,000.000
824,RUBMI,FIX,N50.16.45.92 W002.19.43.34,000.000
825,RUDMO,FIX,N50.46.39.60 W001.01.27.00,000.000
826,RUGER,FIX,N53.28.57.75 W003.26.52.40,000.000
827,RUGID,FIX,N57.22.08.80 W004.53.54.84,000.000
828,RUHUN,FIX,N51.35.39.92 W003.35.41.28,000.000
829,RUKOH,FIX,N52.12.42.83 W005.44.17.55,000.000
830,RULAV,FIX,N53.26.14.35 W005.10.01.25,000.000
