,name,boundary,floor,ceiling
89,EG D201B ,N53.03.00.00 W005.30.00.00/N53.15.00.00 W005.30.00.00/N53.23.15.00 W005.10.17.00/N53.22.55.00 W005.00.00.00/N53.12.00.00 W005.00.00.00/N53.07.15.00 W004.53.19.00/N53.03.00.00 W004.53.19.00/N53.03.00.00 W005.30.00.00,0,3200
90,EG D201BZ ,N53.24.16.00 W005.10.46.00/N53.23.53.00 W004.59.15.00/N53.23.19.00 W004.58.20.00/N53.12.22.00 W004.58.20.00/N53.07.37.00 W004.51.39.00/N53.02.35.00 W004.51.40.00/N53.02.00.00 W004.52.38.00/N53.02.00.00 W005.30.00.00/N53.16.13.00 W005.30.00.00/N53.24.16.00 W005.10.46.00,0,3200
91,EG D201C ,N52.50.19.00 W004.53.19.00/N52.45.00.00 W004.40.18.00/N52.45.00.00 W004.53.19.00/N52.50.19.00 W004.53.19.00,0,3200
92,EG D201D ,N53.10.35.00 W005.30.00.00/N53.03.00.00 W005.16.12.00/N53.03.00.00 W005.30.00.00/N53.10.35.00 W005.30.00.00,0,3200
93,EG D201F ,N52.12.36.00 W005.22.44.00/N52.10.00.00 W005.08.22.00/N52.09.03.00 W005.00.57.00/N52.08.40.00 W004.38.47.00/N52.06.12.00 W004.49.00.00/N52.08.16.00 W005.18.29.00/N52.12.36.00 W005.22.44.00,0,3200
94,EG D201FZ ,N52.13.39.00 W005.22.45.00/N52.10.58.00 W005.07.58.00/N52.10.03.00 W005.00.46.00/N52.09.39.00 W004.38.09.00/N52.09.11.00 W004.37.17.00/N52.08.29.00 W004.37.05.00/N52.07.52.00 W004.37.39.00/N52.05.11.00 W004.48.47.00/N52.07.18.00 W005.19.02.00/N52.07.33.00 W005.19.41.00/N52.12.21.00 W005.24.23.00/N52.12.58.00 W005.24.19.00/N52.13.27.00 W005.23.42.00/N52.13.39.00 W005.22.45.00,0,3200
95,EG D201G ,N52.44.17.00 W005.30.00.00/N52.34.27.00 W005.21.48.00/N52.20.13.00 W005.21.51.00/N52.13.07.00 W005.16.16.00/N52.10.00.00 W005.08.22.00/N52.12.36.00 W005.22.44.00/N52.20.00.00 W005.30.00.00/N52.44.17.00 W005.30.00.00,0,3200
96,EG D201GZ ,N52.45.23.00 W005.30.00.00/N52.45.03.00 W005.28.47.00/N52.34.41.00 W005.20.10.00/N52.20.26.00 W005.20.13.00/N52.13.48.00 W005.15.00.00/N52.10.39.00 W005.06.58.00/N52.09.56.00 W005.06.38.00/N52.09.15.00 W005.07.08.00/N52.08.56.00 W005.08.14.00/N52.11.45.00 W005.23.47.00/N52.19.21.00 W005.31.16.00/N52.20.00.00 W005.30.00.00/N52.45.23.00 W005.30.00.00,0,3200
97,EG D201H ,N52.30.00.00 W005.18.06.00/N52.30.00.00 W004.12.00.00/N52.16.00.00 W004.12.00.00/N52.10.00.00 W004.29.42.00/N52.08.48.00 W004.29.04.00/N52.07.02.00 W004.38.10.00/N52.08.40.00 W004.38.47.00/N52.09.03.00 W005.00.57.00/N52.30.00.00 W005.18.06.00,0,3200
98,EG D201J ,N53.03.00.00 W005.30.00.00/N53.03.00.00 W004.53.19.00/N52.45.00.00 W004.53.19.00/N52.45.00.00 W004.40.18.00/N52.33.16.00 W004.12.00.00/N52.30.00.00 W004.12.00.00/N52.30.00.00 W005.18.06.00/N52.44.17.00 W005.30.00.00/N53.03.00.00 W005.30.00.00,0,3200
99,EG D201K ,N52.20.00.00 W005.30.00.00/N52.08.16.00 W005.18.29.00/N52.10.38.00 W005.30.00.00/N52.20.00.00 W005.30.00.00,0,145
100,EG D201KZ ,N52.21.04.00 W005.30.00.00/N52.20.48.00 W005.28.53.00/N52.13.07.00 W005.21.20.00/N52.08.31.00 W005.16.50.00/N52.07.53.00 W005.16.54.00/N52.07.24.00 W005.17.32.00/N52.07.13.00 W005.18.31.00/N52.09.47.00 W005.31.01.00/N52.10.19.00 W005.31.37.00/N52.19.10.00 W005.31.38.00/N52.20.00.00 W005.30.00.00/N52.21.04.00 W005.30.00.00,0,145
101,EG D202A ,N52.12.50.00 W004.21.21.00/N52.16.00.00 W004.12.00.00/N52.15.45.00 W004.09.58.00/N52.01.35.00 W004.14.30.00/N52.00.19.00 W004.25.19.00/N52.12.50.00 W004.21.21.00,0,100
102,EG D202AZ ,N52.17.03.00 W004.12.16.00/N52.16.39.00 W004.08.59.00/N52.15.58.00 W004.08.14.00/N52.01.05.00 W004.13.00.00/N52.00.40.00 W004.13.43.00/N51.59.17.00 W004.25.25.00/N51.59.26.00 W004.26.11.00/N51.59.47.00 W004.26.45.00/N52.00.16.00 W004.26.59.00/N52.13.15.00 W004.22.53.00/N52.13.36.00 W004.22.27.00/N52.17.03.00 W004.12.16.00,0,100
103,EG D202B ,N52.12.50.00 W004.21.21.00/N52.16.00.00 W004.12.00.00/N52.14.33.00 W004.00.04.00/N52.03.20.00 W004.03.43.00/N52.05.45.00 W004.23.36.00/N52.12.50.00 W004.21.21.00,0,225
104,EG D202BZ ,N52.17.03.00 W004.12.16.00/N52.15.27.00 W003.59.05.00/N52.14.46.00 W003.58.20.00/N52.02.44.00 W004.02.16.00/N52.02.16.00 W004.03.23.00/N52.04.51.00 W004.24.34.00/N52.05.32.00 W004.25.19.00/N52.13.15.00 W004.22.53.00/N52.13.36.00 W004.22.27.00/N52.17.03.00 W004.12.16.00,0,225
105,EG D202C ,N52.14.33.00 W004.00.04.00/N52.10.47.00 W003.30.02.00/N52.07.21.00 W003.30.15.00/N52.05.01.00 W003.35.32.00/N52.02.11.00 W003.40.19.00/N52.00.30.00 W003.40.53.00/N52.03.20.00 W004.03.43.00/N52.14.33.00 W004.00.04.00,0,225
106,EG D202CZ ,N52.15.37.00 W004.00.24.00/N52.11.41.00 W003.29.07.00/N52.11.07.00 W003.28.23.00/N52.07.05.00 W003.28.39.00/N52.06.40.00 W003.29.00.00/N52.04.15.00 W003.34.30.00/N52.01.41.00 W003.38.50.00/N51.59.54.00 W003.39.26.00/N51.59.26.00 W003.40.33.00/N52.02.26.00 W004.04.41.00/N52.03.07.00 W004.05.26.00/N52.15.09.00 W004.01.32.00/N52.15.37.00 W004.00.24.00,0,225
107,EG D202D ,N52.08.40.00 W004.38.47.00/N52.07.02.00 W004.38.10.00/N52.08.48.00 W004.29.04.00/N52.10.00.00 W004.29.42.00/N52.12.50.00 W004.21.21.00/N52.00.19.00 W004.25.19.00/N51.58.40.00 W004.39.02.00/N52.05.55.00 W004.41.30.00/N52.06.53.00 W004.33.34.00/N52.08.01.00 W004.41.28.00/N52.08.40.00 W004.38.47.00,0,125
108,EG D202DZ ,N52.09.27.00 W004.37.43.00/N52.09.06.00 W004.37.17.00/N52.08.18.00 W004.36.59.00/N52.09.27.00 W004.31.07.00/N52.10.02.00 W004.31.25.00/N52.10.42.00 W004.31.00.00/N52.13.51.00 W004.21.43.00/N52.13.49.00 W004.20.46.00/N52.13.28.00 W004.20.01.00/N52.12.56.00 W004.19.40.00/N51.59.50.00 W004.23.49.00/N51.59.24.00 W004.24.31.00/N51.57.36.00 W004.39.22.00/N51.58.04.00 W004.40.29.00/N52.05.43.00 W004.43.07.00/N52.06.53.00 W004.33.34.00/N52.08.30.00 W004.42.56.00/N52.08.52.00 W004.42.25.00/N52.09.40.00 W004.39.03.00/N52.09.39.00 W004.38.20.00/N52.09.27.00 W004.37.43.00,0,125
109,EG D203 SENNYBRIDGE,N52.07.43.00 W003.29.24.00/N52.06.13.00 W003.26.45.00/N52.04.51.00 W003.25.32.00/N52.02.52.00 W003.28.04.00/N52.01.56.00 W003.29.43.00/N52.01.50.00 W003.31.39.00/N51.58.58.00 W003.37.29.00/N51.58.15.00 W003.39.35.00/N51.59.47.00 W003.41.05.00/N52.02.11.00 W003.40.19.00/N52.05.01.00 W003.35.32.00/N52.07.43.00 W003.29.24.00,0,23000
110,EG D203Z ,N52.08.44.00 W003.29.52.00/N52.08.41.00 W003.28.44.00/N52.06.50.00 W003.25.27.00/N52.05.04.00 W003.23.53.00/N52.04.28.00 W003.23.58.00/N52.02.11.00 W003.26.53.00/N52.00.58.00 W003.29.02.00/N52.00.52.00 W003.31.02.00/N51.58.08.00 W003.36.35.00/N51.57.11.00 W003.39.22.00/N51.57.23.00 W003.40.38.00/N51.59.36.00 W003.42.47.00/N52.02.41.00 W003.41.48.00/N52.05.47.00 W003.36.34.00/N52.08.44.00 W003.29.52.00,0,23000
111,EG D206 CARDINGTON,N52.06.21.00 W000.25.21.00,0,6000
112,EG D207 HOLBEACH,N52.48.30.00 E000.12.00.00/N52.54.00.00 E000.06.33.00/N52.50.00.00 E000.15.00.00/N52.53.00.00 E000.24.30.00/N52.48.30.00 E000.20.00.00/N52.48.30.00 E000.12.00.00,0,23000
113,EG D208 STANFORD,N52.33.15.00 E000.40.50.00/N52.33.20.00 E000.45.00.00/N52.32.55.00 E000.48.00.00/N52.30.45.00 E000.50.00.00/N52.26.50.00 E000.50.50.00/N52.26.20.00 E000.48.30.00/N52.28.00.00 E000.45.00.00/N52.29.00.00 E000.39.00.00/N52.31.00.00 E000.40.00.00/N52.33.15.00 E000.40.50.00,0,2500
114,EG D211 SWYNNERTON,N52.53.52.00 W002.13.12.00,0,2400
115,EG D213 KINETON,N52.09.02.00 W001.26.56.00,0,2400
116,EG D215 NORTH LUFFENHAM,N52.37.54.00 W000.35.57.00,0,2400
117,EG D216 CREDENHILL,N52.04.53.00 W002.48.06.00,0,2300
118,EG D217A ,N52.50.22.00 W004.05.22.00/N52.46.17.00 W004.05.10.00/N52.48.17.00 W004.07.38.00/N52.50.22.00 W004.05.22.00,0,2000
119,EG D217B ,N52.53.06.00 W004.09.47.00/N52.50.28.00 W004.09.39.00/N52.48.17.00 W004.07.38.00/N52.46.17.00 W004.05.10.00/N52.43.33.00 W004.05.03.00/N52.48.17.00 W004.07.38.00/N52.53.06.00 W004.09.47.00,0,2000
120,EG D217C ,N52.49.42.00 W004.11.02.00/N52.48.17.00 W004.07.38.00/N52.46.17.00 W004.05.10.00/N52.46.03.00 W004.05.10.00/N52.39.33.00 W004.12.31.00/N52.42.22.00 W004.19.17.00/N52.49.42.00 W004.11.02.00,0,2000
121,EG D217D ,N52.42.22.00 W004.19.17.00/N52.39.33.00 W004.12.31.00/N52.35.26.00 W004.17.12.00/N52.38.16.00 W004.23.59.00/N52.42.22.00 W004.19.17.00,0,6000
122,EG D217E ,N52.53.07.00 W004.05.30.00/N52.48.17.00 W004.07.38.00/N52.43.33.00 W004.05.03.00/N52.53.07.00 W004.05.30.00,0,2000
123,EG D217F ,N52.53.06.00 W004.09.47.00/N52.48.17.00 W004.07.38.00/N52.53.07.00 W004.05.30.00/N52.50.22.00 W004.05.22.00/N52.48.17.00 W004.07.38.00/N52.50.28.00 W004.09.39.00/N52.53.06.00 W004.09.47.00,0,2000
124,EG D217G ,N52.50.22.00 W004.05.22.00/N52.46.17.00 W004.05.10.00/N52.48.17.00 W004.07.38.00/N52.50.22.00 W004.05.22.00,0,6000
125,EG D217H ,N52.53.06.00 W004.09.47.00/N52.50.28.00 W004.09.39.00/N52.48.17.00 W004.07.38.00/N52.46.17.00 W004.05.10.00/N52.43.33.00 W004.05.03.00/N52.48.17.00 W004.07.38.00/N52.53.06.00 W004.09.47.00,0,6000
126,EG D217I ,N52.49.42.00 W004.11.02.00/N52.48.17.00 W004.07.38.00/N52.46.17.00 W004.05.10.00/N52.46.03.00 W004.05.10.00/N52.39.33.00 W004.12.31.00/N52.42.22.00 W004.19.17.00/N52.49.42.00 W004.11.02.00,0,6000
127,EG D217J ,N52.53.07.00 W004.05.30.00/N52.48.17.00 W004.07.38.00/N52.43.33.00 W004.05.03.00/N52.53.07.00 W004.05.30.00,0,6000
128,EG D217K ,N52.53.06.00 W004.09.47.00/N52.48.17.00 W004.07.38.00/N52.53.07.00 W004.05.30.00/N52.50.22.00 W004.05.22.00/N52.48.17.00 W004.07.38.00/N52.50.28.00 W004.09.39.00/N52.53.06.00 W004.09.47.00,0,6000
129,EG D304 UPPER HULME,N53.09.51.00 W001.57.30.00,0,3500
130,EG D305 BECKINGHAM,N53.05.54.00 W000.41.34.00/N53.05.42.00 W000.40.34.00/N53.04.27.00 W000.40.44.00/N53.04.28.00 W000.42.05.00/N53.05.34.00 W000.42.17.00/N53.05.54.00 W000.41.34.00,0,1500
131,EG D307 DONNA NOOK,N53.23.31.00 E000.13.54.00/N53.29.32.00 E000.05.03.00/N53.28.30.00 E000.13.15.00/N53.23.31.00 E000.13.54.00,0,20000
132,EG D314 HARPUR HILL,N53.13.43.00 W001.55.28.00,0,2900
133,EG D323A ,N55.17.10.00 E000.14.28.00/N55.01.43.00 E001.17.53.00/N54.31.02.00 W000.31.32.00/N54.48.41.00 W000.54.56.00/N54.57.44.00 W000.54.57.00/N55.17.10.00 E000.14.28.00,0,660
134,EG D323AZ ,N55.22.08.00 E000.12.23.00/N55.22.11.00 E000.16.07.00/N55.05.42.00 E001.23.42.00/N55.03.15.00 E001.26.32.00/N55.00.18.00 E001.26.36.00/N54.57.49.00 E001.23.53.00/N54.25.46.00 W000.30.27.00/N54.26.34.00 W000.36.28.00/N54.46.58.00 W001.03.34.00/N54.59.09.00 W001.03.38.00/N55.01.34.00 W001.01.02.00/N55.22.08.00 E000.12.23.00,0,660
135,EG D323B ,N55.01.43.00 E001.17.53.00/N54.50.59.00 E002.00.10.00/N54.14.51.00 W000.10.28.00/N54.31.02.00 W000.31.32.00/N55.01.43.00 E001.17.53.00,0,660
136,EG D323BZ ,N55.06.41.00 E001.15.53.00/N55.06.43.00 E001.19.38.00/N54.54.56.00 E002.06.02.00/N54.52.28.00 E002.08.48.00/N54.49.32.00 E002.08.49.00/N54.47.03.00 E002.06.04.00/N54.09.35.00 W000.09.26.00/N54.10.24.00 W000.15.24.00/N54.28.53.00 W000.39.31.00/N54.31.03.00 W000.40.20.00/N54.33.14.00 W000.39.28.00/N54.34.59.00 W000.37.06.00/N55.06.41.00 E001.15.53.00,0,660
137,EG D323C ,N54.50.59.00 E002.00.10.00/N54.45.32.00 E002.21.09.00/N54.06.44.00 W000.00.02.00/N54.14.51.00 W000.10.28.00/N54.50.59.00 E002.00.10.00,0,660
138,EG D323CZ ,N54.55.59.00 E001.58.18.00/N54.55.58.00 E002.02.02.00/N54.49.28.00 E002.27.03.00/N54.46.59.00 E002.29.48.00/N54.44.03.00 E002.29.47.00/N54.41.35.00 E002.27.01.00/N54.01.27.00 E000.00.58.00/N54.02.17.00 W000.04.58.00/N54.13.42.00 W000.19.41.00/N54.18.17.00 W000.17.51.00/N54.55.59.00 E001.58.18.00,0,660
139,EG D323D ,N54.45.32.00 E002.21.09.00/N54.39.48.00 E002.42.52.00/N54.31.43.00 E002.54.34.00/N54.17.38.00 E003.01.10.00/N53.38.13.00 E000.35.57.00/N54.06.44.00 W000.00.02.00/N54.45.32.00 E002.21.09.00,0,660
140,EG D323DZ ,N54.50.31.00 E002.19.18.00/N54.50.31.00 E002.23.02.00/N54.43.52.00 E002.48.13.00/N54.34.05.00 E003.02.22.00/N54.17.09.00 E003.10.13.00/N54.13.49.00 E003.07.29.00/N53.32.56.00 E000.36.52.00/N53.33.48.00 E000.31.00.00/N54.04.37.00 W000.07.57.00/N54.06.48.00 W000.08.44.00/N54.08.58.00 W000.07.52.00/N54.10.43.00 W000.05.30.00/N54.50.31.00 E002.19.18.00,0,660
141,EG D323E ,N54.17.38.00 E003.01.10.00/N54.17.33.00 E003.01.12.00/N53.55.35.00 E002.57.14.00/N53.28.07.00 E002.42.41.00/N53.38.13.00 E000.35.57.00/N54.17.38.00 E003.01.10.00,0,660
142,EG D323EZ ,N54.22.39.00 E002.59.26.00/N54.22.37.00 E003.03.10.00/N54.21.40.00 E003.06.32.00/N54.20.00.00 E003.08.55.00/N54.17.57.00 E003.09.51.00/N53.54.33.00 E003.05.33.00/N53.24.52.00 E002.49.44.00/N53.22.54.00 E002.44.30.00/N53.33.27.00 E000.32.11.00/N53.35.45.00 E000.28.08.00/N53.39.02.00 E000.27.12.00/N53.41.59.00 E000.29.46.00/N54.22.39.00 E002.59.26.00,0,660
143,EG D323F ,N54.57.44.00 W000.54.57.00/N54.48.41.00 W000.54.56.00/N54.24.02.00 W000.55.18.00/N54.42.29.00 W001.12.51.00/N54.52.10.00 W001.08.15.00/N54.55.13.00 W001.03.43.00/N54.57.44.00 W000.54.57.00,0,660
144,EG D323FZ ,N55.02.47.00 W000.56.49.00/N55.02.40.00 W000.52.18.00/N55.01.18.00 W000.48.28.00/N54.59.02.00 W000.46.16.00/N54.48.39.00 W000.46.18.00/N54.22.17.00 W000.46.46.00/N54.19.37.00 W000.50.23.00/N54.18.47.00 W000.56.02.00/N54.20.08.00 W001.01.23.00/N54.40.55.00 W001.21.12.00/N54.42.51.00 W001.21.36.00/N54.54.34.00 W001.16.05.00/N54.59.14.00 W001.09.10.00/N55.02.47.00 W000.56.49.00,0,660
145,EG D323G ,N54.48.41.00 W000.54.56.00/N54.31.02.00 W000.31.32.00/N54.24.02.00 W000.55.18.00/N54.48.41.00 W000.54.56.00,0,660
146,EG D323GZ ,N54.50.19.00 W001.03.34.00/N54.52.54.00 W001.00.19.00/N54.53.55.00 W000.55.05.00/N54.52.59.00 W000.49.47.00/N54.33.10.00 W000.23.33.00/N54.30.59.00 W000.22.45.00/N54.28.49.00 W000.23.37.00/N54.27.04.00 W000.25.59.00/N54.19.00.00 W000.53.25.00/N54.19.06.00 W000.57.54.00/N54.20.29.00 W001.01.42.00/N54.22.46.00 W001.03.52.00/N54.50.19.00 W001.03.34.00,0,660
147,EG D323H ,N54.31.02.00 W000.31.32.00/N54.14.51.00 W000.10.28.00/N54.07.26.00 W000.35.47.00/N54.24.02.00 W000.55.18.00/N54.31.02.00 W000.31.32.00,0,660
148,EG D323HZ ,N54.36.18.00 W000.32.37.00/N54.35.29.00 W000.26.35.00/N54.15.59.00 W000.01.15.00/N54.11.25.00 W000.03.06.00/N54.02.08.00 W000.34.50.00/N54.03.04.00 W000.40.59.00/N54.23.04.00 W001.04.32.00/N54.27.27.00 W001.02.39.00/N54.36.18.00 W000.32.37.00,0,660
149,EG D323J ,N54.14.51.00 W000.10.28.00/N54.06.44.00 W000.00.02.00/N53.59.08.00 W000.26.06.00/N54.07.26.00 W000.35.47.00/N54.14.51.00 W000.10.28.00,0,660
150,EG D323JZ ,N54.20.07.00 W000.11.30.00/N54.19.17.00 W000.05.31.00/N54.07.51.00 E000.09.10.00/N54.03.17.00 E000.07.18.00/N53.53.50.00 W000.25.09.00/N53.54.46.00 W000.31.17.00/N54.06.29.00 W000.44.59.00/N54.10.53.00 W000.43.04.00/N54.20.07.00 W000.11.30.00,0,660
151,EG D323K ,N54.06.44.00 W000.00.02.00/N53.38.13.00 E000.35.57.00/N53.43.31.00 W000.08.05.00/N53.59.08.00 W000.26.06.00/N54.06.44.00 W000.00.02.00,0,660
152,EG D323KZ ,N54.12.00.00 W000.01.02.00/N54.11.10.00 E000.04.56.00/N53.39.56.00 E000.44.16.00/N53.36.50.00 E000.44.26.00/N53.34.13.00 E000.41.36.00/N53.33.01.00 E000.36.48.00/N53.39.01.00 W000.13.06.00/N53.58.11.00 W000.35.15.00/N54.02.35.00 W000.33.20.00/N54.12.00.00 W000.01.02.00,0,660
153,EG D323L ,N55.24.30.00 E000.49.52.00/N55.09.44.00 E001.47.59.00/N55.01.43.00 E001.17.53.00/N55.17.10.00 E000.14.28.00/N55.24.30.00 E000.49.52.00,0,660
154,EG D323LZ ,N55.29.31.00 E000.48.29.00/N55.29.27.00 E000.51.51.00/N55.12.57.00 E001.56.41.00/N55.06.32.00 E001.56.42.00/N54.56.44.00 E001.19.53.00/N54.56.42.00 E001.16.08.00/N55.13.52.00 E000.05.37.00/N55.20.40.00 E000.05.51.00/N55.29.31.00 E000.48.29.00,0,660
155,EG D323M ,N55.09.44.00 E001.47.59.00/N54.58.40.00 E002.29.38.00/N54.50.59.00 E002.00.10.00/N55.01.43.00 E001.17.53.00/N55.09.44.00 E001.47.59.00,0,660
156,EG D323MZ ,N55.14.43.00 E001.46.03.00/N55.14.43.00 E001.49.52.00/N55.02.34.00 E002.35.38.00/N55.00.05.00 E002.38.20.00/N54.57.09.00 E002.38.17.00/N54.54.43.00 E002.35.30.00/N54.46.00.00 E002.02.03.00/N54.45.59.00 E001.58.20.00/N54.57.43.00 E001.12.05.00/N55.00.10.00 E001.09.14.00/N55.03.06.00 E001.09.09.00/N55.05.36.00 E001.11.52.00/N55.14.43.00 E001.46.03.00,0,660
157,EG D323N ,N54.58.40.00 E002.29.38.00/N54.49.51.00 E002.37.52.00/N54.45.32.00 E002.21.09.00/N54.50.59.00 E002.00.10.00/N54.58.40.00 E002.29.38.00,0,660
158,EG D323NZ ,N55.04.01.00 E002.29.12.00/N55.02.46.00 E002.35.40.00/N54.51.17.00 E002.46.20.00/N54.49.13.00 E002.46.37.00/N54.47.15.00 E002.45.27.00/N54.45.43.00 E002.43.01.00/N54.40.32.00 E002.23.00.00/N54.40.32.00 E002.19.18.00/N54.47.01.00 E001.54.19.00/N54.49.29.00 E001.51.32.00/N54.52.26.00 E001.51.30.00/N54.54.54.00 E001.54.14.00/N55.04.01.00 E002.29.12.00,0,660
159,EG D323P ,N54.49.51.00 E002.37.52.00/N54.31.43.00 E002.54.34.00/N54.39.48.00 E002.42.52.00/N54.45.32.00 E002.21.09.00/N54.49.51.00 E002.37.52.00,0,660
160,EG D323PZ ,N54.55.13.00 E002.37.26.00/N54.53.56.00 E002.43.53.00/N54.32.21.00 E003.03.42.00/N54.28.38.00 E003.02.05.00/N54.26.30.00 E002.56.38.00/N54.27.02.00 E002.50.07.00/N54.35.43.00 E002.37.32.00/N54.41.35.00 E002.15.17.00/N54.44.03.00 E002.12.32.00/N54.47.00.00 E002.12.31.00/N54.49.28.00 E002.15.17.00/N54.55.13.00 E002.37.26.00,0,660
161,EG D323Q ,N55.33.47.00 E001.36.25.00/N55.31.50.00 E001.56.22.00/N55.16.16.00 E002.13.00.00/N55.09.44.00 E001.47.59.00/N55.24.30.00 E000.49.52.00/N55.33.47.00 E001.36.25.00,0,660
162,EG D323QZ ,N55.38.55.00 E001.35.40.00/N55.36.34.00 E001.59.46.00/N55.35.21.00 E002.02.54.00/N55.16.56.00 E002.22.31.00/N55.12.39.00 E002.20.11.00/N55.04.45.00 E001.49.54.00/N55.04.44.00 E001.46.07.00/N55.21.16.00 E000.40.55.00/N55.28.03.00 E000.41.17.00/N55.38.55.00 E001.35.40.00,0,660
163,EG D323R ,N55.16.16.00 E002.13.00.00/N54.58.40.00 E002.29.38.00/N55.09.44.00 E001.47.59.00/N55.16.16.00 E002.13.00.00,0,660
164,EG D323RZ ,N55.21.37.00 E002.12.32.00/N55.20.22.00 E002.19.03.00/N54.57.51.00 E002.40.15.00/N54.52.37.00 E002.31.37.00/N55.06.31.00 E001.39.17.00/N55.12.55.00 E001.39.14.00/N55.21.37.00 E002.12.32.00,0,660
165,EG D401 BALLYKINLER,N54.13.34.00 W005.46.12.00/N54.12.56.00 W005.47.34.00/N54.13.16.00 W005.50.38.00/N54.14.40.00 W005.49.40.00/N54.15.26.00 W005.50.10.00/N54.15.25.00 W005.47.18.00/N54.13.34.00 W005.46.12.00,0,3200
166,EG D402A ,N55.03.32.00 W005.05.09.00/N54.56.00.00 W004.58.00.00/N54.56.00.00 W004.47.44.00/N54.46.50.00 W004.38.37.00/N54.50.08.00 W004.49.39.00/N54.51.00.00 W004.49.46.00/N54.52.17.00 W004.51.34.00/N54.52.08.00 W004.54.04.00/N54.49.53.00 W004.56.53.00/N54.45.41.00 W004.56.27.00/N54.42.15.00 W004.53.39.00/N54.40.07.00 W004.50.32.00/N54.39.15.00 W004.46.53.00/N54.38.15.00 W004.53.52.00/N54.58.12.00 W005.12.10.00/N55.02.18.00 W005.09.09.00/N55.03.32.00 W005.05.09.00,0,3000
167,EG D402B ,N55.03.32.00 W005.05.09.00/N55.02.54.00 W004.54.10.00/N54.56.00.00 W004.47.44.00/N54.56.00.00 W004.58.00.00/N55.03.32.00 W005.05.09.00,0,3000
168,EG D402C ,N54.56.59.00 W004.57.52.00,0,4000
169,EG D403A ,N54.51.41.00 W004.54.38.00/N54.51.39.00 W004.50.41.00/N54.51.00.00 W004.49.46.00/N54.48.50.00 W004.56.46.00/N54.49.53.00 W004.56.53.00/N54.51.41.00 W004.54.38.00,0,3000
170,EG D403B ,N54.52.08.00 W004.54.04.00/N54.52.17.00 W004.51.34.00/N54.51.00.00 W004.49.46.00/N54.50.08.00 W004.49.39.00/N54.46.50.00 W004.38.37.00/N54.43.04.00 W004.35.00.00/N54.40.50.00 W004.35.43.00/N54.39.15.00 W004.46.53.00/N54.40.07.00 W004.50.32.00/N54.42.15.00 W004.53.39.00/N54.45.41.00 W004.56.27.00/N54.49.53.00 W004.56.53.00/N54.52.08.00 W004.54.04.00,0,35000
171,EG D403BZ ,N54.56.59.00 W004.56.48.00/N54.57.23.00 W004.50.16.00/N54.56.24.00 W004.46.13.00/N54.53.31.00 W004.42.10.00/N54.50.34.00 W004.32.19.00/N54.43.55.00 W004.25.57.00/N54.38.28.00 W004.27.43.00/N54.36.20.00 W004.31.13.00/N54.34.01.00 W004.47.33.00/N54.35.57.00 W004.55.44.00/N54.39.31.00 W005.00.57.00/N54.44.25.00 W005.04.58.00/N54.51.21.00 W005.05.42.00/N54.55.55.00 W005.00.00.00/N54.56.59.00 W004.56.48.00,0,35000
172,EG D405 KIRKCUDBRIGHT,N54.46.47.00 W004.03.49.00/N54.47.44.00 W004.02.14.00/N54.48.28.00 W004.00.40.00/N54.48.18.00 W003.57.05.00/N54.47.10.00 W003.56.30.00/N54.38.00.00 W003.48.06.00/N54.33.02.00 W003.57.20.00/N54.33.15.00 W004.13.41.00/N54.35.37.00 W004.15.14.00/N54.46.47.00 W004.03.49.00,0,15000
173,EG D405Z ,N54.53.36.00 W004.03.26.00/N54.53.09.00 W003.53.43.00/N54.51.12.00 W003.49.33.00/N54.49.04.00 W003.48.28.00/N54.38.50.00 W003.39.07.00/N54.35.29.00 W003.40.07.00/N54.28.00.00 W003.54.04.00/N54.28.17.00 W004.16.28.00/N54.30.03.00 W004.20.46.00/N54.34.54.00 W004.23.58.00/N54.37.10.00 W004.23.38.00/N54.49.50.00 W004.10.44.00/N54.51.25.00 W004.08.06.00/N54.53.36.00 W004.03.26.00,0,15000
174,EG D406A ,N54.20.57.00 W003.27.47.00/N54.19.00.00 W003.27.05.00/N54.17.01.00 W003.27.23.00/N54.06.34.00 W003.39.20.00/N54.19.00.00 W003.25.05.00/N54.23.57.00 W003.49.17.00/N54.28.46.00 W003.38.42.00/N54.20.57.00 W003.27.47.00,0,50000
175,EG D406AZ ,N54.33.57.00 W003.41.13.00/N54.33.30.00 W003.34.16.00/N54.25.37.00 W003.23.16.00/N54.19.00.00 W003.27.05.00/N54.12.38.00 W003.22.09.00/N54.02.14.00 W003.34.03.00/N54.01.12.00 W003.40.31.00/N54.19.00.00 W003.25.05.00/N54.27.03.00 W003.56.23.00/N54.33.57.00 W003.41.13.00,0,50000
176,EG D406B ,N54.19.13.00 W003.50.42.00/N54.19.00.00 W003.25.05.00/N54.10.49.00 W003.46.30.00/N54.08.04.00 W003.53.36.00/N54.19.00.00 W003.25.05.00/N54.19.16.00 W003.59.14.00/N54.19.13.00 W003.50.42.00,0,50000
